code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,buy_close_raw,end_close_raw,raw_return,qfq_return
sh.601019,山东出版,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,9.85,98.1,98.1,71.6,28.1,48.5,78.2,54.2,66.2,"价值线=17.49, 现价/价值=0.56, 市值=205.1亿",-0.011044176706827447,-0.09132841328413288,205.0737704918033,17.485898803149606,0.5633110491423976,,,,,低估价值,深度低估,78.2,低估价值,9.85,7.49,-0.23959390862944152,-0.21126981910325882
sh.601877,正泰电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,22.3,95.2,95.2,66.4,52.2,55.1,78.2,61.2,69.7,"价值线=38.19, 现价/价值=0.58, 市值=477.3亿",-0.06420478388585804,0.031452358926919555,477.29392265193366,38.18845631388746,0.5839460966085313,,,,,低估价值,深度低估,78.2,低估价值,22.3,34.6,0.5515695067264574,0.5939035859698156
sh.601811,新华文轩,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,15.26,97.2,97.2,72.8,35.3,40.9,78.0,56.1,67.1,"价值线=26.78, 现价/价值=0.57, 市值=188.6亿",-0.01293661060802076,0.05386740331491713,188.6136,26.78176051779935,0.5697907719643036,,,,,低估价值,深度低估,78.0,低估价值,15.26,13.61,-0.10812581913499342,-0.07167997495159306
sh.600968,海油发展,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,3.94,100.0,100.0,57.8,57.3,48.7,77.9,58.4,68.1,"价值线=7.44, 现价/价值=0.53, 市值=400.5亿",0.0025445292620864812,-0.0174563591022443,400.4626077286628,7.4409405262582045,0.5295029554525,,,,,低估价值,深度低估,77.9,低估价值,3.94,4.19,0.06345177664974622,0.09708851037793376
sh.600690,海尔智家,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,25.12,85.0,75.3,79.9,27.6,83.1,77.5,62.3,69.9,"价值线=34.75, 现价/价值=0.72, 市值=2329.3亿",-0.07031828275351582,-0.05599398722284854,2329.320396039604,34.74871240723934,0.7229044836425839,,,,,低估价值,深度低估,77.5,低估价值,25.12,21.08,-0.16082802547770714,-0.12157287407434114
sh.601928,凤凰传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,11.6,91.8,91.8,68.6,55.8,54.5,77.5,63.2,70.3,"价值线=19.10, 现价/价值=0.61, 市值=294.2亿",0.028368794326241176,0.03294746215494215,294.2349206349206,19.098372703379226,0.6073815911000375,,,,,低估价值,深度低估,77.5,低估价值,11.6,9.44,-0.18620689655172418,-0.1422244555078913
sh.601628,中国人寿,J68保险业,金融,PE,PE低估,36.8,100.0,100.0,51.0,29.0,66.2,77.3,48.0,62.7,"PE=9.04, 低估均值=15.96, 比值=0.57, 分位=0%",-0.016042780748663166,-0.06835443037974687,,,,9.037397,15.96024727272727,0.5662441718834159,0.0008163265306122449,低估价值,价值线内/历史低位,77.3,低估价值,36.8,36.48,-0.008695652173913104,0.008196683254007686
sh.603259,药明康德,M73研究和试验发展,医药医疗,VALUE,基本价值线,60.34,75.0,37.9,79.3,53.9,98.4,76.5,73.0,74.8,"价值线=61.27, 现价/价值=0.98, 市值=1738.5亿",-0.08644965934897797,0.07769244507947848,1738.454268292683,61.27410878306878,0.9847552448885737,,,,,低估价值,价值线内/历史低位,76.5,低估价值,60.34,108.92,0.8051044083526682,0.8502808659763468
sh.603298,杭叉集团,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,19.52,85.0,68.9,79.0,51.0,47.1,76.0,64.7,70.4,"价值线=25.42, 现价/价值=0.77, 市值=255.2亿",-0.09124767225325892,0.020386826973340266,255.1542857142857,25.422123606557378,0.7678351463512283,,,,,低估价值,深度低估,76.0,低估价值,19.52,29.64,0.5184426229508197,0.5713011951558629
sh.601155,新城控股,K70房地产业,K70房地产业,PB,PB低估,13.29,94.1,94.1,35.0,91.1,59.7,75.6,61.3,68.4,"PB=0.49, 低估均值=1.77, 比值=0.28, 分位=14%",0.07524271844660202,0.20271493212669678,,,,0.49004,1.7711121666666667,0.27668490410874597,0.1426071741032371,低估价值,价值线内/历史低位,75.6,低估价值,13.29,15.92,0.19789315274642605,0.19789315274642605
sh.601319,中国人保,J68保险业,金融,PE,PE低估,7.26,91.9,91.9,47.7,62.1,66.7,75.4,57.8,66.6,"PE=6.87, 低估均值=9.91, 比值=0.69, 分位=0%",0.03862660944205998,0.05065123010130246,,,,6.866991,9.905331749999998,0.6932620908936241,0.004469987228607918,低估价值,价值线内/历史低位,75.4,低估价值,7.26,7.33,0.009641873278236845,0.032833107882633605
sh.601919,中远海控,G55水上运输业,G55水上运输业,PB,PB低估,14.56,93.6,93.6,48.5,34.7,83.1,75.4,51.1,63.2,"PB=0.93, 低估均值=1.95, 比值=0.48, 分位=15%",-0.0020562028786840214,0.03335699077359844,,,,0.932384,1.9497817499999999,0.4781991625472954,0.1510204081632653,低估价值,价值线内/历史低位,75.4,低估价值,14.56,14.09,-0.03228021978021978,0.07340986205770594
sh.603998,方盛制药,C27医药制造业,医药医疗,PE,PE低估,9.81,98.1,98.1,44.4,58.5,44.0,75.3,52.0,63.6,"PE=15.76, 低估均值=37.89, 比值=0.42, 分位=8%",-0.029673590504450953,0.03154574132492116,,,,15.761873,37.894039,0.41594597503844866,0.07918367346938776,低估价值,价值线内/历史低位,75.3,低估价值,9.81,10.98,0.11926605504587151,0.17118222051694687
