code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,buy_close_qfq,end_close_qfq,raw_return,qfq_return,buy_trade_date,end_trade_date
sh.600667,太极实业,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,6.5,75.0,74.6,19.8,28.2,45.4,53.6,29.4,41.5,"PB=1.59, 低估均值=1.80, 比值=0.88, 分位=6%",-0.0524781341107871,-0.0566037735849056,,,,,,,,1.586977,1.7966514444444444,0.8832970941064869,0.0636734693877551,低估价值,价值线内/历史低位,53.6,低估价值,,6.5,13.09,6.406699,13.09,1.0138461538461536,1.043173871599087,2025-05-06,2026-05-18
sh.603041,美思德,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.07,82.0,82.0,6.1,51.5,17.5,53.6,27.5,40.5,"PB=1.35, 低估均值=1.74, 比值=0.78, 分位=9%",-0.0538461538461537,0.0091157702825888,,,,,,,,1.35261,1.738933111111111,0.7778390044777137,0.0900763358778626,低估价值,价值线内/历史低位,53.6,低估价值,,11.07,14.31,10.96066161,14.31,0.29268292682926833,0.30557812193966627,2025-05-06,2026-05-18
sz.301235,华康洁净,E49建筑安装业,E49建筑安装业,PB,PB低估,21.88,75.0,48.0,9.2,67.1,33.3,53.6,36.4,45.0,"PB=1.33, 低估均值=1.38, 比值=0.97, 分位=37%",0.0605913717886572,0.1342664593053395,,,,,,,,1.329887,1.3769747500000002,0.965803476062288,0.3684879288437103,低估价值,价值线内/历史低位,53.6,低估价值,,21.88,73.7,21.8343802,73.7,2.36837294332724,2.375410674583747,2025-05-06,2026-05-18
sh.603218,日月股份,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,12.17,75.0,38.5,28.2,31.8,43.1,53.5,34.0,43.8,"价值线=12.41, 现价/价值=0.98, 扣非EPS=0.33, akshare东方财富扣非净利润同比=-21.6%, 市值=122.9亿",-0.0602316602316601,0.0201173512154233,122.90162673061212,12.411780739387355,0.9805200603794028,0.33,0.33,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,53.5,低估价值,,12.17,12.41,11.83247722,12.41,0.019720624486442073,0.04880827313352731,2025-05-06,2026-05-18
sh.603105,芯能科技,D44电力、热力生产和供应业,半导体/电子,PB,PB低估,8.26,79.0,79.0,25.3,4.5,31.1,53.4,21.6,37.5,"PB=1.99, 低估均值=2.37, 比值=0.84, 分位=3%",-0.0872928176795581,-0.0095923261390887,,,,,,,,1.991745,2.366146,0.8417675832345088,0.026602176541717,低估价值,价值线内/历史低位,53.4,低估价值,,8.26,9.7,8.0607275,9.7,0.1743341404358354,0.20336532899790982,2025-05-06,2026-05-18
sz.000935,四川双马,C30非金属矿物制品业,资源金属,PB,PB低估,16.05,76.0,76.0,6.2,61.7,39.2,53.4,34.1,43.7,"PB=1.61, 低估均值=1.89, 比值=0.86, 分位=8%",0.00187265917603,0.1715328467153285,,,,,,,,1.613992,1.885103,0.8561823942776603,0.0783673469387755,低估价值,价值线内/历史低位,53.4,低估价值,,16.05,31.75,16.05,31.75,0.9781931464174454,0.9781931464174454,2025-05-06,2026-05-18
sh.600395,盘江股份,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,4.56,90.7,90.7,0.0,1.2,33.3,53.3,9.9,31.6,"PB=0.94, 低估均值=1.33, 比值=0.71, 分位=1%",-0.0674846625766871,-0.0861723446893788,,,,,,,,0.942721,1.3326247272727274,0.7074167098259675,0.0130612244897959,低估价值,价值线内/历史低位,53.3,低估价值,,4.56,5.35,4.52478768,5.35,0.17324561403508776,0.18237592089624832,2025-05-06,2026-05-18
sh.600637,东方明珠,I63电信、广播电视和卫星传输服务,I63电信、广播电视和卫星传输服务,PB,PB低估,7.46,75.0,69.3,17.6,31.4,45.4,53.3,29.5,41.4,"PB=0.83, 低估均值=0.95, 比值=0.88, 分位=16%",-0.0374193548387097,-0.0040053404539386,,,,,,,,0.828253,0.9452324444444444,0.8762426690577697,0.1559183673469387,低估价值,价值线内/历史低位,53.3,低估价值,,7.46,10.05,7.23819182,10.05,0.3471849865951744,0.3884683150052246,2025-05-06,2026-05-18
sh.605399,晨光新材,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.38,86.8,86.8,1.3,32.0,20.9,53.3,19.2,36.3,"PB=1.62, 低估均值=2.28, 比值=0.71, 分位=11%",-0.104642014162077,0.0392694063926941,,,,,,,,1.619424,2.276184,0.7114644510285635,0.1060869565217391,低估价值,价值线内/历史低位,53.3,低估价值,,11.38,15.13,11.29871266,15.13,0.3295254833040422,0.3390906075135114,2025-05-06,2026-05-18
sh.688338,赛科希德,C27医药制造业,医药医疗,PE,PE低估,23.92,75.0,53.6,31.1,31.6,11.3,53.3,30.5,41.9,"PE=24.02, 低估均值=24.18, 比值=0.99, 分位=24%",-0.0725087243117486,0.0252893270467211,,,,,,,,24.019511,24.1836088,0.9932145032051628,0.2430313588850174,低估价值,价值线内/历史低位,53.3,低估价值,,23.92,27.85,23.60884864,27.85,0.16429765886287617,0.17964244782417316,2025-05-06,2026-05-18
sz.000735,罗牛山,A03畜牧业,A03畜牧业,PB,PB低估,5.98,75.6,75.6,9.8,30.7,62.3,53.3,28.3,40.8,"PB=1.62, 低估均值=1.93, 比值=0.84, 分位=11%",-0.018062397372742,-0.0339256865912762,,,,,,,,1.617086,1.9348014545454548,0.8357891173799556,0.1122448979591836,低估价值,价值线内/历史低位,53.3,低估价值,,5.98,6.15,5.9611331,6.15,0.028428093645485042,0.03168305367984492,2025-05-06,2026-05-18
sz.000009,中国宝安,J69其他金融业,金融,PB,PB低估,7.95,82.9,82.9,0.3,29.4,46.1,53.2,21.5,37.3,"PB=2.03, 低估均值=2.58, 比值=0.79, 分位=7%",-0.0304878048780486,-0.0501792114695339,,,,,,,,2.029099,2.584393909090909,0.7851353436728069,0.0661224489795918,低估价值,价值线内/历史低位,53.2,低估价值,,7.95,7.84,7.9250529,7.84,-0.01383647798742138,-0.010732155491353201,2025-05-06,2026-05-18
sz.002500,山西证券,J67资本市场服务,金融,PB,PB低估,5.72,75.0,69.4,18.9,28.8,43.5,53.2,28.9,41.0,"PB=1.13, 低估均值=1.25, 比值=0.90, 分位=12%",-0.0529801324503311,-0.0450751252086811,,,,,,,,1.127957,1.2474778888888889,0.904189974064114,0.1163265306122448,低估价值,价值线内/历史低位,53.2,低估价值,,5.72,5.29,5.62696992,5.29,-0.0751748251748251,-0.05988479142252101,2025-05-06,2026-05-18
sh.601375,中原证券,J67资本市场服务,金融,PB,PB低估,3.91,75.0,68.4,17.5,29.8,45.1,53.1,28.8,41.0,"PB=1.28, 低估均值=1.46, 比值=0.88, 分位=16%",-0.046341463414634,-0.0297766749379653,,,,,,,,1.282359,1.4552752222222225,0.881179711176435,0.1636993076162215,低估价值,价值线内/历史低位,53.1,低估价值,,3.91,3.94,3.88444424,3.94,0.007672634271099765,0.014302112880889117,2025-05-06,2026-05-18
sz.002700,万憬能源,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,9.25,75.0,57.2,25.7,27.7,27.0,53.1,29.0,41.1,"PB=2.84, 低估均值=3.26, 比值=0.87, 分位=35%",-0.0128068303094983,-0.0984405458089668,,,,,,,,2.840339,3.264667777777778,0.8700239023810828,0.3546938775510204,低估价值,价值线内/历史低位,53.1,低估价值,,9.25,7.16,9.177739,7.16,-0.22594594594594597,-0.21985142528023516,2025-05-06,2026-05-18
sh.600409,三友化工,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,4.93,87.4,87.4,3.0,1.5,39.8,53.0,12.2,32.6,"PB=0.73, 低估均值=0.99, 比值=0.75, 分位=1%",-0.1003649635036497,-0.0698113207547169,,,,,,,,0.734206,0.985299,0.7451606060698326,0.0057142857142857,低估价值,价值线内/历史低位,53.0,低估价值,,4.93,7.22,4.85899321,7.22,0.464503042596349,0.48590452547679086,2025-05-06,2026-05-18
sh.600748,上实发展,K70房地产业,K70房地产业,PB,PB低估,3.16,86.7,86.7,0.0,31.5,22.3,53.0,18.7,35.9,"PB=0.53, 低估均值=0.70, 比值=0.75, 分位=4%",-0.0216718266253869,-0.0155763239875388,,,,,,,,0.531313,0.7048262222222222,0.7538212728874383,0.0416326530612244,低估价值,价值线内/历史低位,53.0,低估价值,,3.16,5.24,3.16,5.24,0.6582278481012658,0.6582278481012658,2025-05-06,2026-05-18
sh.601696,中银证券,J67资本市场服务,金融,PB,PB低估,9.99,75.0,73.9,16.0,28.6,48.5,53.0,28.2,40.6,"PB=1.52, 低估均值=1.70, 比值=0.89, 分位=6%",-0.0530805687203791,-0.0485714285714286,,,,,,,,1.519946,1.7036275,0.8921821231460517,0.0620031796502384,低估价值,价值线内/历史低位,53.0,低估价值,,9.99,11.94,9.96417585,11.94,0.19519519519519513,0.19829278203676015,2025-05-06,2026-05-18
sh.603229,奥翔药业,C27医药制造业,医药医疗,PE,PE低估,7.99,75.0,66.2,24.2,26.0,31.0,53.0,28.4,40.7,"PE=31.07, 低估均值=35.14, 比值=0.88, 分位=19%",-0.066588785046729,-0.0910125142207052,,,,,,,,31.071583,35.13506233333333,0.8843468870274858,0.1943298969072165,低估价值,价值线内/历史低位,53.0,低估价值,,7.99,9.96,7.90509027,9.96,0.24655819774718402,0.2599476615464382,2025-05-06,2026-05-18
sz.002029,七匹狼,C18纺织服装、服饰业,C18纺织服装、服饰业,PE,PE低估,6.39,75.0,74.2,22.3,34.5,27.1,53.0,29.9,41.5,"PE=13.75, 低估均值=16.34, 比值=0.84, 分位=13%",-0.0169230769230769,0.0407166123778501,,,,,,,,13.745647,16.336277545454546,0.841418552161207,0.1261224489795918,低估价值,价值线内/历史低位,53.0,低估价值,,6.39,10.1,6.29519157,10.1,0.5805946791862284,0.6043991493653622,2025-05-06,2026-05-18
sz.000923,河钢资源,B08黑色金属矿采选业,资源金属,PB,PB低估,13.02,77.1,77.1,20.8,1.6,51.0,52.9,21.4,37.2,"PB=0.85, 低估均值=0.99, 比值=0.86, 分位=2%",-0.1701720841300191,-0.0686695278969957,,,,,,,,0.853319,0.98783725,0.8638254935213266,0.0171428571428571,低估价值,价值线内/历史低位,52.9,低估价值,,13.02,16.02,12.54758232,16.02,0.23041474654377891,0.2767399799772743,2025-05-06,2026-05-18
sh.603535,嘉诚国际,G59装卸搬运和仓储业,G59装卸搬运和仓储业,PB,PB低估,8.42,75.0,61.2,24.6,0.0,54.3,52.8,22.9,37.9,"PB=1.69, 低估均值=1.79, 比值=0.95, 分位=19%",-0.3447470817120622,-0.2959866220735786,,,,,,,,1.688976,1.7857132222222225,0.9458271232925978,0.1891315929675013,低估价值,价值线内/历史低位,52.8,低估价值,,8.42,8.37,8.42,8.37,-0.005938242280285166,-0.005938242280285166,2025-05-06,2026-05-18
sz.000959,首钢股份,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,3.66,75.0,72.5,0.2,67.9,46.9,52.8,34.6,43.7,"PB=0.57, 低估均值=0.68, 比值=0.84, 分位=15%",0.0990990990990992,0.2199999999999999,,,,,,,,0.569572,0.6750658181818182,0.8437280997785535,0.1506122448979591,低估价值,价值线内/历史低位,52.8,低估价值,,3.66,3.95,3.6381498,3.95,0.0792349726775956,0.08571670138486343,2025-05-06,2026-05-18
sz.002182,宝武镁业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,12.13,75.0,69.3,1.8,53.7,57.6,52.8,32.0,42.4,"PB=2.24, 低估均值=2.43, 比值=0.92, 分位=9%",-0.0633204633204632,0.0612423447069117,,,,,,,,2.241865,2.4271749090909087,0.9236520168378324,0.0910204081632653,低估价值,价值线内/历史低位,52.8,低估价值,,12.13,15.5,12.07762266,15.5,0.2778235779060181,0.28336514861774975,2025-05-06,2026-05-18
sz.301069,凯盛新材,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,17.06,75.0,51.1,1.3,65.1,47.2,52.8,34.2,43.5,"PB=4.76, 低估均值=4.97, 比值=0.96, 分位=33%",0.0797468354430379,0.1781767955801103,,,,,,,,4.75758,4.96557475,0.9581126535251532,0.3310344827586207,低估价值,价值线内/历史低位,52.8,低估价值,,17.06,23.49,16.99520612,23.43998979,0.376905041031653,0.3792118568315428,2025-05-06,2026-05-18
sz.002146,荣盛发展,K70房地产业,K70房地产业,PB,PB低估,1.43,80.7,80.7,0.0,33.2,49.4,52.7,23.1,37.9,"PB=0.44, 低估均值=0.75, 比值=0.59, 分位=35%",-0.0337837837837837,0.0287769784172662,,,,,,,,0.444572,0.7524240000000001,0.5908530296747578,0.3530612244897959,低估价值,价值线内/历史低位,52.7,低估价值,,1.43,1.28,1.43,1.28,-0.10489510489510478,-0.10489510489510478,2025-05-06,2026-05-18
sz.000983,山西焦煤,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,6.45,75.0,59.7,25.2,0.0,50.7,52.6,22.7,37.7,"PB=0.98, 低估均值=1.03, 比值=0.95, 分位=20%",-0.0838068181818181,-0.1091160220994474,,,,,,,,0.983814,1.0302152727272729,0.954959634208843,0.1991836734693877,低估价值,价值线内/历史低位,52.6,低估价值,,6.45,6.7,6.2070027,6.7,0.03875968992248069,0.07942598446106675,2025-05-06,2026-05-18
sz.002349,精华制药,C27医药制造业,医药医疗,PE,PE低估,7.05,75.0,61.2,20.9,28.9,32.2,52.6,28.1,40.3,"PE=28.17, 低估均值=31.72, 比值=0.89, 分位=27%",-0.0460081190798375,-0.048582995951417,,,,,,,,28.165972,31.72072066666667,0.8879360685395105,0.2676387582314205,低估价值,价值线内/历史低位,52.6,低估价值,,7.05,7.12,6.97656015,7.12,0.009929078014184523,0.02056025418199825,2025-05-06,2026-05-18
sh.600798,宁波海运,G55水上运输业,G55水上运输业,PB,PB低估,2.91,85.8,85.8,0.0,6.6,46.4,52.5,13.5,33.0,"PB=0.90, 低估均值=1.17, 比值=0.76, 分位=4%",-0.0299999999999999,-0.0068259385665528,,,,,,,,0.897086,1.1749402,0.7635163049149225,0.0416326530612244,低估价值,价值线内/历史低位,52.5,低估价值,,2.91,3.76,2.89709415,3.76,0.29209621993127133,0.2978521944134953,2025-05-06,2026-05-18
sh.600971,恒源煤电,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,7.01,75.0,74.2,31.3,0.0,34.0,52.5,23.0,37.7,"PB=0.68, 低估均值=0.76, 比值=0.90, 分位=3%",-0.1513317191283293,-0.1942528735632183,,,,,,,,0.677965,0.7555141818181818,0.8973557562724291,0.0253061224489795,低估价值,价值线内/历史低位,52.5,低估价值,,7.01,7.88,6.74038138,7.88,0.12410841654778881,0.16907331436489126,2025-05-06,2026-05-18
sh.601699,潞安环能,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,10.97,79.1,79.1,16.8,0.0,48.3,52.5,18.8,35.7,"PB=0.69, 低估均值=0.83, 比值=0.83, 分位=6%",-0.1037581699346404,-0.1153225806451612,,,,,,,,0.694842,0.833662,0.833481674827448,0.0608163265306122,低估价值,价值线内/历史低位,52.5,低估价值,,10.97,15.42,10.55623354,15.42,0.4056517775752051,0.4607482812472905,2025-05-06,2026-05-18
sz.000731,四川美丰,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,6.79,81.2,81.2,16.7,2.6,34.1,52.5,17.6,35.1,"PB=0.91, 低估均值=1.11, 比值=0.82, 分位=3%",-0.0608575380359612,-0.0621546961325967,,,,,,,,0.907954,1.1107157272727273,0.8174494856838012,0.0310204081632653,低估价值,价值线内/历史低位,52.5,低估价值,,6.79,6.49,6.52541407,6.49,-0.044182621502209085,-0.005427099279846859,2025-05-06,2026-05-18
sz.002783,凯龙股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,8.08,75.0,74.5,16.5,35.3,35.6,52.5,28.9,40.7,"PB=1.57, 低估均值=1.76, 比值=0.89, 分位=5%",-0.0073710073710073,0.0507152145643692,,,,,,,,1.573101,1.759507333333333,0.894057654775333,0.0455540954883924,低估价值,价值线内/历史低位,52.5,低估价值,,8.08,8.51,7.98460752,8.51,0.053217821782178154,0.0658006644263962,2025-05-06,2026-05-18
sz.300970,华绿生物,A01农业,医药医疗,PB,PB低估,13.11,75.0,64.3,0.0,65.9,46.2,52.5,33.8,43.1,"PB=1.05, 低估均值=1.20, 比值=0.88, 分位=23%",0.0897755610972568,0.087966804979253,,,,,,,,1.053126,1.2014589999999998,0.8765392743322911,0.2347560975609756,低估价值,价值线内/历史低位,52.5,低估价值,,13.11,32.53,13.11,32.53,1.4813119755911521,1.4813119755911521,2025-05-06,2026-05-18
sh.603291,联合水务,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,10.96,75.0,56.4,25.7,20.0,27.2,52.4,26.4,39.4,"PB=2.59, 低估均值=2.46, 比值=1.06, 分位=11%",-0.1728301886792452,-0.1947097722263041,,,,,,,,2.593186,2.4554693333333333,1.056085679750565,0.1139489194499017,低估价值,价值线内/历史低位,52.4,低估价值,,10.96,12.35,10.82390968,12.35,0.12682481751824803,0.14099252165969656,2025-05-06,2026-05-18
sz.000089,深圳机场,G56航空运输业,G56航空运输业,PB,PB低估,6.88,75.0,62.9,17.1,33.7,35.6,52.4,28.6,40.5,"PB=1.23, 低估均值=1.25, 比值=0.98, 分位=12%",0.0177514792899409,-0.0014513788098693,,,,,,,,1.225399,1.2543814545454546,0.9768950230885254,0.1195918367346938,低估价值,价值线内/历史低位,52.4,低估价值,,6.88,6.76,6.76171904,6.76,-0.01744186046511631,-0.0002542312080450193,2025-05-06,2026-05-18
sz.000688,国城矿业,B09有色金属矿采选业,资源金属,PB,PB低估,12.0,82.9,82.9,0.0,32.7,34.9,52.4,20.8,36.6,"PB=3.87, 低估均值=4.86, 比值=0.80, 分位=3%",0.0050251256281408,-0.0115321252059308,,,,,,,,3.874403,4.862802454545454,0.7967428321869094,0.0297959183673469,低估价值,价值线内/历史低位,52.4,低估价值,,12.0,41.49,11.961924,41.49,2.4575,2.4685055681677968,2025-05-06,2026-05-18
sz.002062,宏润建设,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,4.95,75.0,70.3,11.0,47.1,36.7,52.4,30.7,41.6,"PB=1.21, 低估均值=1.41, 比值=0.86, 分位=16%",-0.1285211267605632,-0.0571428571428571,,,,,,,,1.214643,1.4085796363636365,0.8623175918797891,0.16,低估价值,价值线内/历史低位,52.4,低估价值,,4.95,9.7,4.8453471,9.7,0.9595959595959593,1.0019205641635045,2025-05-06,2026-05-18
sh.600903,贵州燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,6.88,79.9,79.9,0.1,36.7,46.9,52.3,23.9,38.1,"PB=2.60, 低估均值=3.23, 比值=0.80, 分位=9%",0.0299401197604791,0.050381679389313,,,,,,,,2.595996,3.2323402857142858,0.8031320252614845,0.0897083104017611,低估价值,价值线内/历史低位,52.3,低估价值,,6.88,8.81,6.85037472,8.81,0.28052325581395365,0.2860610346290664,2025-05-06,2026-05-18
sh.600925,苏能股份,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,5.03,75.0,64.0,20.9,31.7,26.2,52.3,28.2,40.2,"PB=2.14, 低估均值=2.18, 比值=0.98, 分位=10%",-0.0382409177820267,0.0019920318725101,,,,,,,,2.142299,2.182641333333333,0.9815167372131992,0.0966469428007889,低估价值,价值线内/历史低位,52.3,低估价值,,5.03,4.64,4.91458665,4.64,-0.07753479125248519,-0.055871768992006854,2025-05-06,2026-05-18
sh.688106,金宏气体,C26化学原料和化学制品制造业,资源金属,PB,PB低估,18.17,75.0,66.8,15.4,35.5,36.2,52.3,28.5,40.4,"PB=2.97, 低估均值=3.27, 比值=0.91, 分位=15%",-0.0241675617615466,0.0663145539906104,,,,,,,,2.967847,3.266061333333333,0.9086929782090232,0.1513102282333051,低估价值,价值线内/历史低位,52.3,低估价值,,18.17,31.35,18.0686114,31.35,0.7253714914694551,0.7350530876988144,2025-05-06,2026-05-18
sz.000027,深圳能源,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,6.52,75.0,67.8,12.0,37.2,43.1,52.3,28.7,40.5,"PB=0.95, 低估均值=1.00, 比值=0.95, 分位=8%",0.0187499999999998,0.0688524590163934,,,,,,,,0.949965,1.0029389090909089,0.9471813202073036,0.0832653061224489,低估价值,价值线内/历史低位,52.3,低估价值,,6.52,7.41,6.37045728,7.41,0.13650306748466257,0.16318180537269056,2025-05-06,2026-05-18
sz.002391,长青股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,5.46,81.2,81.2,0.0,41.4,34.8,52.3,23.7,38.0,"PB=0.84, 低估均值=1.10, 比值=0.76, 分位=12%",0.0811881188118812,0.103030303030303,,,,,,,,0.839194,1.1009213636363635,0.7622651605452789,0.1248979591836734,低估价值,价值线内/历史低位,52.3,低估价值,,5.46,6.15,5.46,6.15,0.12637362637362637,0.12637362637362637,2025-05-06,2026-05-18
sh.600137,浪莎股份,C18纺织服装、服饰业,C18纺织服装、服饰业,PE,PE低估,15.96,75.0,61.9,13.3,58.9,16.5,52.1,32.9,42.5,"PE=55.47, 低估均值=59.85, 比值=0.93, 分位=20%",0.0647098065376918,0.0675585284280937,,,,,,,,55.468411,59.84626711111111,0.9268483011148692,0.2029501525940997,低估价值,价值线内/历史低位,52.1,低估价值,,15.96,23.08,15.79482996,23.08,0.44611528822055124,0.4612376365209061,2025-05-06,2026-05-18
sh.600782,新钢股份,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,4.06,75.0,74.0,0.0,57.3,51.1,52.1,31.5,41.8,"PB=0.49, 低估均值=0.61, 比值=0.80, 分位=18%",-0.0287081339712919,0.1062670299727519,,,,,,,,0.488601,0.6082926363636363,0.8032334616457779,0.1820408163265306,低估价值,价值线内/历史低位,52.1,低估价值,,4.06,2.96,4.05017074,2.96,-0.2709359605911329,-0.269166612961112,2025-05-06,2026-05-18
sh.601228,广州港,G55水上运输业,G55水上运输业,PB,PB低估,3.16,84.0,84.0,4.0,6.7,42.9,52.1,14.8,33.5,"PB=1.13, 低估均值=1.44, 比值=0.78, 分位=1%",-0.0246913580246913,-0.0094043887147334,,,,,,,,1.129119,1.4384815555555557,0.7849381145272476,0.0132248219735503,低估价值,价值线内/历史低位,52.1,低估价值,,3.16,3.13,3.12271516,3.13,-0.009493670886076,0.0023328544637417625,2025-05-06,2026-05-18
sh.601636,旗滨集团,C30非金属矿物制品业,资源金属,PB,PB低估,5.51,82.2,82.2,1.5,30.2,35.3,52.1,20.6,36.4,"PB=1.09, 低估均值=1.35, 比值=0.81, 分位=1%",-0.0450606585788561,-0.0230496453900709,,,,,,,,1.089767,1.3527081,0.8056187436151228,0.0146938775510204,低估价值,价值线内/历史低位,52.1,低估价值,,5.51,6.48,5.46661426,6.48,0.17604355716878417,0.18537721737842183,2025-05-06,2026-05-18
sh.600675,中华企业,K70房地产业,K70房地产业,PB,PB低估,2.84,81.1,81.1,0.0,37.9,36.6,52.0,22.8,37.4,"PB=1.16, 低估均值=1.55, 比值=0.75, 分位=14%",0.0518518518518518,0.0557620817843866,,,,,,,,1.16069,1.548945,0.7493422942712621,0.1440816326530612,低估价值,价值线内/历史低位,52.0,低估价值,,2.84,2.54,2.84,2.54,-0.10563380281690138,-0.10563380281690138,2025-05-06,2026-05-18
sz.000156,华数传媒,I63电信、广播电视和卫星传输服务,I63电信、广播电视和卫星传输服务,PB,PB低估,7.85,75.0,61.5,3.8,55.2,43.0,52.0,31.2,41.6,"PB=0.97, 低估均值=1.01, 比值=0.95, 分位=17%",-0.0530759951749094,0.0842541436464088,,,,,,,,0.965276,1.0113667777777775,0.9544272376841856,0.1718367346938775,低估价值,价值线内/历史低位,52.0,低估价值,,7.85,7.53,7.6860763,7.53,-0.04076433121019096,-0.020306368803546748,2025-05-06,2026-05-18
sz.000751,锌业股份,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,2.92,83.2,83.2,0.0,34.7,27.8,52.0,20.5,36.2,"PB=1.32, 低估均值=1.70, 比值=0.78, 分位=7%",-0.0034129692832765,0.0354609929078013,,,,,,,,1.31716,1.6968644000000002,0.776231736607828,0.0742857142857142,低估价值,价值线内/历史低位,52.0,低估价值,,2.92,5.81,2.92,5.81,0.9897260273972601,0.9897260273972601,2025-05-06,2026-05-18
sh.600623,华谊集团,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,6.87,75.0,63.7,13.2,32.0,41.0,51.9,27.1,39.5,"PB=0.64, 低估均值=0.70, 比值=0.92, 分位=18%",-0.0627557980900409,0.0269058295964124,,,,,,,,0.642356,0.6971721111111111,0.921373631794094,0.1824489795918367,低估价值,价值线内/历史低位,51.9,低估价值,,6.87,9.73,6.71561736,9.73,0.4163027656477438,0.44886158314415936,2025-05-06,2026-05-18
sh.600635,大众公用,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,3.81,75.0,55.2,13.6,33.0,40.0,51.9,27.4,39.7,"PB=1.29, 低估均值=1.41, 比值=0.91, 分位=32%",0.0079365079365079,-0.0078125,,,,,,,,1.292517,1.4131263,0.9146507286715984,0.3248979591836735,低估价值,价值线内/历史低位,51.9,低估价值,,3.81,5.25,3.77300871,5.25,0.3779527559055118,0.391462464977983,2025-05-06,2026-05-18
sh.601880,辽港股份,G55水上运输业,G55水上运输业,PB,PB低估,1.47,85.4,85.4,0.0,3.9,45.6,51.9,12.5,32.2,"PB=0.88, 低估均值=1.17, 比值=0.75, 分位=7%",-0.0264900662251655,-0.0636942675159236,,,,,,,,0.87914,1.165040818181818,0.7546001704661304,0.0693877551020408,低估价值,价值线内/历史低位,51.9,低估价值,,1.47,1.62,1.45127367,1.62,0.10204081632653073,0.116260863466227,2025-05-06,2026-05-18
sz.002234,民和股份,A03畜牧业,A03畜牧业,PB,PB低估,8.33,80.2,80.2,0.0,30.8,47.5,51.9,21.9,36.9,"PB=1.48, 低估均值=1.82, 比值=0.81, 分位=7%",-0.0866228070175437,0.0158536585365853,,,,,,,,1.477608,1.81970425,0.812004478200235,0.0726530612244897,低估价值,价值线内/历史低位,51.9,低估价值,,8.33,8.17,8.33,8.17,-0.019207683073229287,-0.019207683073229287,2025-05-06,2026-05-18
sz.002307,北新路桥,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,3.96,75.0,69.8,0.0,62.3,44.1,51.9,32.2,42.0,"PB=1.69, 低估均值=2.02, 比值=0.84, 分位=20%",0.0421052631578948,0.1511627906976744,,,,,,,,1.69377,2.015155181818182,0.8405159142492387,0.1971428571428571,低估价值,价值线内/历史低位,51.9,低估价值,,3.96,4.09,3.96,4.09,0.03282828282828287,0.03282828282828287,2025-05-06,2026-05-18
sz.300034,钢研高纳,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,15.27,75.7,75.7,17.1,6.2,53.4,51.9,21.6,36.8,"PB=3.18, 低估均值=3.72, 比值=0.85, 分位=8%",-0.0660550458715597,0.0125994694960211,,,,,,,,3.182281,3.7238891818181816,0.8545584588116711,0.0844897959183673,低估价值,价值线内/历史低位,51.9,低估价值,,15.27,19.96,15.17557032,19.96,0.3071381794368042,0.31527182037399704,2025-05-06,2026-05-18
