code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,end_quote_time,end_quote_trade_date,buy_close_raw,end_close_raw,raw_return,qfq_return,earnings_yoy,buy_close_qfq,end_close_qfq
sh.600510,黑牡丹,K70房地产业,K70房地产业,PB,PB低估,7.22,75.0,64.9,1.1,100.0,54.3,57.0,47.4,52.2,"PB=0.70, 低估均值=0.80, 比值=0.87, 分位=23%",0.3545966228893058,0.3622641509433961,,,,,,,,0.702336,0.8048214,0.8726606921734437,0.2305181558547531,低估价值,价值线内/历史低位,57.0,低估价值,,,7.22,9.23,0.27839335180055413,0.27839335180055413,,7.22,9.23
sh.601169,北京银行,J66货币金融服务,金融,PE,PE低估,6.07,75.0,41.9,22.0,22.8,79.5,57.0,33.6,45.3,"PE=4.94, 低估均值=4.99, 比值=0.99, 分位=43%",-0.0618238021638329,-0.0574534161490682,,,,,,,,4.936453,4.986700636363636,0.989923670974507,0.4316605467156262,低估价值,价值线内/历史低位,57.0,低估价值,,,6.07,5.17,-0.1482701812191104,-0.1482701812191104,,6.07,5.17
sh.603217,元利科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,20.7,75.0,52.1,15.0,87.5,32.8,57.0,46.0,51.5,"PB=1.30, 低估均值=1.32, 比值=0.98, 分位=28%",0.1087305838243168,0.104589114194237,,,,,,,,1.299146,1.3211022857142858,0.9833803287211672,0.2806901128069011,低估价值,价值线内/历史低位,57.0,低估价值,,,20.7,31.04,0.49951690821256034,0.49951690821256034,,20.7,31.04
sh.603970,中农立华,F51批发业,F51批发业,PE,PE低估,13.84,75.0,56.3,31.0,48.2,32.0,57.0,39.4,48.2,"PE=19.84, 低估均值=20.05, 比值=0.99, 分位=21%",-0.0402219140083217,-0.0667565745111261,,,,,,,,19.844433,20.049401000000003,0.9897768516874892,0.2054939249867934,低估价值,价值线内/历史低位,57.0,低估价值,,,13.84,12.6,-0.08959537572254339,-0.08959537572254339,,13.84,12.6
sz.002864,盘龙药业,C27医药制造业,医药医疗,PE,PE低估,30.14,75.0,51.8,24.5,51.3,45.4,57.0,39.5,48.3,"PE=26.53, 低估均值=26.71, 比值=0.99, 分位=27%",-0.0706136293555349,0.0178993583248903,,,,,,,,26.527667,26.70862222222222,0.9932248387536944,0.271526677231907,低估价值,价值线内/历史低位,57.0,低估价值,,,30.14,30.48,0.011280690112806857,0.014635073666347864,,30.04035716,30.48
sh.603299,苏盐井神,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.21,75.0,47.1,18.5,67.9,42.1,56.9,42.2,49.5,"PB=1.44, 低估均值=1.46, 比值=0.99, 分位=35%",0.0595463137996219,0.1509240246406571,,,,,,,,1.441243,1.4604766363636363,0.986830575796457,0.3548936170212766,低估价值,价值线内/历史低位,56.9,低估价值,,,11.21,10.45,-0.06779661016949168,-0.06779661016949168,,11.21,10.45
sh.603817,海峡环保,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,6.16,75.0,75.0,16.9,82.2,31.9,56.9,44.9,50.9,"PB=1.12, 低估均值=1.35, 比值=0.83, 分位=13%",0.0249584026622295,0.0639032815198619,,,,,,,,1.120889,1.345261375,0.8332128022333207,0.1252408477842004,低估价值,价值线内/历史低位,56.9,低估价值,,,6.16,6.9,0.12012987012987009,0.1251084751323306,,6.132742,6.9
sz.000923,河钢资源,B08黑色金属矿采选业,资源金属,PB,PB低估,15.17,75.0,57.8,7.7,88.1,49.4,56.9,45.4,51.2,"PB=1.01, 低估均值=0.99, 比值=1.02, 分位=14%",0.0905823148813802,0.1304023845007451,,,,,,,,1.006882,0.98783725,1.019279238558781,0.1419828641370869,低估价值,价值线内/历史低位,56.9,低估价值,,,15.17,16.02,0.05603164139749506,0.05603164139749506,,15.17,16.02
sz.300057,万顺新材,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,6.21,75.0,50.9,0.0,94.2,61.8,56.9,46.0,51.4,"PB=1.07, 低估均值=1.09, 比值=0.98, 分位=30%",0.0875656742556918,0.2545454545454544,,,,,,,,1.067404,1.0883636000000003,0.9807420975857698,0.3027335781313749,低估价值,价值线内/历史低位,56.9,低估价值,,,6.21,8.17,0.3156199677938809,0.3156199677938809,,6.21,8.17
sh.600667,太极实业,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,7.17,75.0,59.6,3.8,87.3,59.0,56.8,44.9,50.8,"PB=1.75, 低估均值=1.79, 比值=0.97, 分位=18%",0.0863636363636364,0.1185647425897036,,,,,,,,1.746152,1.7942727777777776,0.973180901826212,0.1770705834353325,低估价值,价值线内/历史低位,56.8,低估价值,,,7.17,13.09,0.8256624825662482,0.8256624825662482,,7.17,13.09
sh.600905,三峡能源,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,4.24,83.6,83.6,3.8,27.0,70.1,56.6,25.9,41.3,"PB=1.37, 低估均值=1.73, 比值=0.79, 分位=2%",-0.0162412993039441,-0.0093457943925233,,,,,,,,1.366802,1.7317828,0.789245625952631,0.0185004868549172,低估价值,价值线内/历史低位,56.6,低估价值,,,4.24,4.14,-0.02358490566037752,-0.02358490566037752,,4.24,4.14
sh.600981,苏豪汇鸿,F51批发业,F51批发业,PE,PE低估,3.17,78.3,78.3,2.5,88.2,40.9,56.6,42.1,49.3,"PE=15.32, 低估均值=20.35, 比值=0.75, 分位=18%",0.0709459459459458,0.1485507246376811,,,,,,,,15.322255,20.35141157142857,0.7528841400618607,0.1824580400649702,低估价值,价值线内/历史低位,56.6,低估价值,,,3.17,2.68,-0.1545741324921135,-0.1545741324921135,,3.17,2.68
sh.601199,江南水务,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,5.96,75.0,56.8,20.2,60.0,43.3,56.6,40.3,48.5,"PB=1.25, 低估均值=1.27, 比值=0.98, 分位=21%",0.0437828371278459,0.1057513914656771,,,,,,,,1.251695,1.2716015555555555,0.9843452884525148,0.2056303549571603,低估价值,价值线内/历史低位,56.6,低估价值,,,5.96,5.94,-0.003355704697986517,0.0018992569044775642,,5.9287398,5.94
sh.603113,金能科技,C26化学原料和化学制品制造业,资源金属,PB,PB低估,7.72,84.1,84.1,0.0,59.3,44.4,56.6,31.6,44.1,"PB=0.79, 低估均值=1.15, 比值=0.68, 分位=19%",0.0575342465753425,0.0797202797202796,,,,,,,,0.786653,1.1529641666666666,0.6822874662915949,0.1875309252845126,低估价值,价值线内/历史低位,56.6,低估价值,,,7.72,5.32,-0.31088082901554404,-0.28877525264293924,,7.48005468,5.32
sz.002493,荣盛石化,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,9.96,75.0,65.5,0.0,90.5,63.1,56.6,44.9,50.8,"PB=2.29, 低估均值=2.46, 比值=0.93, 分位=14%",0.1005524861878452,0.171764705882353,,,,,,,,2.288596,2.4608969090909087,0.9299845074962692,0.1419828641370869,低估价值,价值线内/历史低位,56.6,低估价值,,,9.96,12.29,0.23393574297188735,0.23393574297188735,,9.96,12.29
sz.002986,宇新股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.84,83.8,83.8,4.4,53.3,40.6,56.6,30.9,43.8,"PB=1.12, 低估均值=1.58, 比值=0.71, 分位=15%",-0.1097744360902256,0.0657065706570656,,,,,,,,1.124037,1.575630833333333,0.7133885528388894,0.1496865203761755,低估价值,价值线内/历史低位,56.6,低估价值,,,11.84,13.1,0.10641891891891886,0.10641891891891886,,11.84,13.1
sh.600409,三友化工,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,6.28,75.0,57.1,1.1,97.6,52.2,56.5,46.2,51.4,"PB=0.94, 低估均值=0.98, 比值=0.95, 分位=25%",0.1522935779816514,0.2738336713995943,,,,,,,,0.936959,0.9844716666666667,0.95173790341012,0.2456140350877192,低估价值,价值线内/历史低位,56.5,低估价值,,,6.28,7.22,0.14968152866242024,0.14968152866242024,,6.28,7.22
sh.601918,新集能源,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,6.37,77.6,77.6,31.2,4.9,55.7,56.5,28.0,42.3,"PB=1.00, 低估均值=1.23, 比值=0.81, 分位=11%",-0.0154559505409581,-0.0520833333333332,,,,,,,,1.004442,1.2336647000000005,0.8141936783957584,0.1105671154630763,低估价值,价值线内/历史低位,56.5,低估价值,,,6.37,9.26,0.45368916797488223,0.46378489237761067,,6.32606611,9.26
sz.000785,居然智家,L72商务服务业,L72商务服务业,VALUE,基本价值线,3.09,85.0,69.7,16.0,33.6,58.8,56.5,32.0,44.3,"价值线=4.06, 现价/价值=0.76, 扣非EPS=0.14, akshare东方财富扣非净利润同比=-46.0%, 市值=196.5亿",0.0510204081632652,-0.0283018867924529,196.5036743419714,4.055173605269436,0.761989572033302,0.14,0.14,1.0,年报扣非EPS,,,,,低估价值,深度低估,56.5,低估价值,,,3.09,2.45,-0.2071197411003235,-0.2071197411003235,,3.09,2.45
sz.001218,丽臣实业,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,20.14,75.0,44.1,17.2,85.8,23.9,56.5,45.1,50.8,"PB=1.19, 低估均值=1.20, 比值=0.99, 分位=40%",0.0446058091286307,0.1195108393551973,,,,,,,,1.187715,1.2044426,0.986111749949728,0.4025423728813559,低估价值,价值线内/历史低位,56.5,低估价值,,,20.14,26.7,0.3257199602780536,0.3257199602780536,,20.14,26.7
sh.600507,方大特钢,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,5.71,79.1,79.1,3.7,67.2,53.1,56.4,37.1,46.8,"PB=1.37, 低估均值=1.90, 比值=0.72, 分位=22%",-0.0239316239316238,0.3562945368171022,,,,,,,,1.370701,1.9043648181818185,0.7197680753778412,0.215422276621787,低估价值,价值线内/历史低位,56.4,低估价值,,,5.71,4.93,-0.1366024518388792,-0.1366024518388792,,5.71,4.93
sh.601158,重庆水务,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,4.71,85.6,85.6,11.5,32.1,32.3,56.4,25.5,41.0,"PB=1.33, 低估均值=1.74, 比值=0.77, 分位=4%",0.0042643923240937,-0.0228215767634855,,,,,,,,1.329904,1.7352747272727271,0.7663939197052476,0.0416156670746634,低估价值,价值线内/历史低位,56.4,低估价值,,,4.71,4.34,-0.07855626326963905,-0.07264997093452108,,4.68000201,4.34
sh.601619,嘉泽新能,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,3.87,75.0,71.8,19.3,59.4,43.2,56.3,39.7,48.0,"PB=1.40, 低估均值=1.76, 比值=0.80, 分位=22%",0.032,0.1025641025641026,,,,,,,,1.40441,1.7605765555555557,0.7976989103758876,0.2245311708058793,低估价值,价值线内/历史低位,56.3,低估价值,,,3.87,5.69,0.4702842377260983,0.4910894082392607,,3.81600189,5.69
sh.605056,咸亨国际,F51批发业,F51批发业,PE,PE低估,14.29,75.0,68.0,38.5,25.3,29.1,56.3,34.3,45.3,"PE=24.23, 低估均值=25.01, 比值=0.97, 分位=0%",-0.049234863606121,-0.0171939477303989,,,,,,,,24.229613,25.008808,0.9688431771718188,0.003,低估价值,价值线内/历史低位,56.3,低估价值,,,14.29,23.62,0.6529041287613717,0.6607895575807652,,14.22215108,23.62
sz.300039,上海凯宝,C27医药制造业,医药医疗,PE,PE低估,6.32,76.0,76.0,15.4,49.8,56.4,56.3,36.6,46.4,"PE=18.60, 低估均值=22.17, 比值=0.84, 分位=10%",-0.0840579710144927,-0.003154574132492,,,,,,,,18.601149,22.17063609090909,0.8389993378506297,0.1011831905344757,低估价值,价值线内/历史低位,56.3,低估价值,,,6.32,5.56,-0.12025316455696211,-0.11614234259235912,,6.29060568,5.56
sh.601016,节能风电,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,3.01,82.1,82.1,1.9,54.1,51.8,56.2,31.6,43.9,"PB=1.12, 低估均值=1.39, 比值=0.81, 分位=5%",0.0,0.0203389830508473,,,,,,,,1.116083,1.386042888888889,0.8052297724312844,0.0518155854753162,低估价值,价值线内/历史低位,56.2,低估价值,,,3.01,4.99,0.6578073089700998,0.6788585159009821,,2.97225761,4.99
sz.000959,首钢股份,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,4.17,75.0,53.2,16.3,62.6,46.5,56.2,40.0,48.1,"PB=0.65, 低估均值=0.68, 比值=0.96, 分位=30%",0.0072463768115942,0.1846590909090908,,,,,,,,0.645192,0.6750658181818182,0.9557468066413456,0.3015095879232966,低估价值,价值线内/历史低位,56.2,低估价值,,,4.17,3.95,-0.052757793764987904,-0.052757793764987904,,4.17,3.95
sh.603866,桃李面包,C14食品制造业,消费,PE,PE低估,5.67,81.9,81.9,3.5,60.6,41.0,56.1,33.0,44.6,"PE=20.81, 低估均值=29.02, 比值=0.72, 分位=18%",0.0327868852459016,0.0253164556962024,,,,,,,,20.805258,29.0158187,0.7170315687146197,0.175222740772168,低估价值,价值线内/历史低位,56.1,低估价值,,,5.67,4.87,-0.14109347442680775,-0.14109347442680775,,5.67,4.87
sh.603558,健盛集团,C18纺织服装、服饰业,C18纺织服装、服饰业,PE,PE低估,9.48,75.0,71.5,26.7,53.8,26.6,56.0,38.6,47.3,"PE=11.13, 低估均值=12.20, 比值=0.91, 分位=7%",0.0085106382978723,0.0085106382978723,,,,,,,,11.125004,12.20056585714286,0.91184328089888,0.0738224637681159,低估价值,价值线内/历史低位,56.0,低估价值,,,9.48,12.45,0.3132911392405062,0.34769233375185604,,9.23801352,12.45
sz.000009,中国宝安,J69其他金融业,金融,PB,PB低估,9.74,75.0,55.0,0.6,89.2,57.2,56.0,43.8,49.9,"PB=2.50, 低估均值=2.58, 比值=0.97, 分位=26%",0.0518358531317495,0.1820388349514563,,,,,,,,2.50141,2.584393909090909,0.9678903789399116,0.2562219502243982,低估价值,价值线内/历史低位,56.0,低估价值,,,9.74,7.84,-0.19507186858316228,-0.19507186858316228,,9.74,7.84
sz.002124,天邦食品,A03畜牧业,消费,PB,PB低估,3.03,75.0,74.1,26.3,33.1,48.7,56.0,34.5,45.2,"PB=1.67, 低估均值=1.89, 比值=0.89, 分位=7%",-0.0032894736842106,0.0033112582781456,,,,,,,,1.671573,1.887683888888889,0.8855153184487398,0.0681354549163606,低估价值,价值线内/历史低位,56.0,低估价值,,,3.03,2.87,-0.05280528052805267,-0.05280528052805267,,3.03,2.87
sz.002208,合肥城建,K70房地产业,K70房地产业,PB,PB低估,6.78,88.0,88.0,0.0,30.7,45.2,56.0,21.9,38.9,"PB=0.84, 低估均值=1.28, 比值=0.66, 分位=16%",-0.0087719298245613,0.0593749999999999,,,,,,,,0.84046,1.280267,0.6564724389521873,0.1623827009383925,低估价值,价值线内/历史低位,56.0,低估价值,,,6.78,22.84,2.3687315634218287,2.3687315634218287,,6.78,22.84
sz.300861,美畅股份,C30非金属矿物制品业,资源金属,PB,PB低估,17.55,86.2,86.2,0.0,36.7,49.9,56.0,24.6,40.3,"PB=1.88, 低估均值=4.53, 比值=0.41, 分位=27%",0.2086776859504133,-0.0669856459330142,,,,,,,,1.877143,4.5281695,0.414547865312904,0.2674323215750615,低估价值,价值线内/历史低位,56.0,低估价值,,,17.55,20.71,0.18005698005698,0.18005698005698,,17.55,20.71
sz.002061,浙江交科,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,4.09,78.4,78.4,10.3,54.7,47.4,55.9,34.8,45.4,"PB=0.70, 低估均值=0.86, 比值=0.82, 分位=10%",0.0073891625615765,0.0276381909547738,,,,,,,,0.701555,0.8595235000000001,0.8162138673346336,0.0954712362301101,低估价值,价值线内/历史低位,55.9,低估价值,,,4.09,3.74,-0.08557457212713926,-0.08557457212713926,,4.09,3.74
sh.601326,秦港股份,G55水上运输业,G55水上运输业,PB,PB低估,3.41,75.0,55.8,10.8,83.4,35.2,55.8,43.1,49.4,"PB=0.96, 低估均值=1.02, 比值=0.94, 分位=28%",0.0524691358024691,0.065625,,,,,,,,0.957235,1.0179223333333332,0.9403811751191234,0.2814738996929375,低估价值,价值线内/历史低位,55.8,低估价值,,,3.41,3.45,0.011730205278592365,0.011730205278592365,,3.41,3.45
sh.603759,海天股份,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,7.96,75.0,67.1,26.3,50.5,28.7,55.7,37.6,46.7,"PB=1.31, 低估均值=1.54, 比值=0.85, 分位=23%",-0.0744186046511627,0.0063211125158026,,,,,,,,1.310233,1.5408536,0.8503293239539435,0.2256267409470752,低估价值,价值线内/历史低位,55.7,低估价值,,,7.96,8.8,0.1055276381909549,0.1055276381909549,,7.96,8.8
sz.000012,南玻A,C30非金属矿物制品业,资源金属,PB,PB低估,4.75,88.7,88.7,0.0,33.7,36.0,55.7,21.6,38.7,"PB=1.10, 低估均值=1.55, 比值=0.71, 分位=8%",0.0,0.0127931769722813,,,,,,,,1.103692,1.553401,0.7105003794899063,0.0775193798449612,低估价值,价值线内/历史低位,55.7,低估价值,,,4.75,3.71,-0.21894736842105267,-0.21894736842105267,,4.75,3.71
sz.001358,兴欣新材,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,26.65,75.0,51.8,8.4,86.7,37.0,55.7,43.4,49.6,"PB=2.32, 低估均值=3.08, 比值=0.75, 分位=85%",0.1316348195329086,0.0702811244979919,,,,,,,,2.319729,3.08185,0.7527066534711294,0.8467153284671532,低估价值,价值线内/历史低位,55.7,低估价值,,,26.65,30.0,0.12570356472795496,0.1354250742133698,,26.4218227,30.0
sz.002004,华邦健康,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,5.02,75.0,51.7,0.0,92.2,52.5,55.7,43.9,49.8,"PB=1.02, 低估均值=1.03, 比值=0.99, 分位=28%",0.1383219954648524,0.1756440281030444,,,,,,,,1.019575,1.033947,0.986099867788194,0.2831497348021216,低估价值,价值线内/历史低位,55.7,低估价值,,,5.02,4.72,-0.05976095617529875,-0.019751117799399087,,4.81510368,4.72
sh.600266,城建发展,K70房地产业,K70房地产业,PB,PB低估,5.02,75.0,49.3,0.0,89.0,54.1,55.6,43.0,49.3,"PB=0.54, 低估均值=0.56, 比值=0.96, 分位=35%",0.0865800865800865,0.1513761467889907,,,,,,,,0.53926,0.5608216,0.9615535492926804,0.3537331701346389,低估价值,价值线内/历史低位,55.6,低估价值,,,5.02,5.02,0.0,0.0,,5.02,5.02
sh.688106,金宏气体,C26化学原料和化学制品制造业,资源金属,PB,PB低估,19.02,75.0,55.5,3.3,82.1,53.7,55.6,42.0,48.8,"PB=3.11, 低估均值=3.27, 比值=0.95, 分位=27%",0.0691399662731873,0.0269978401727861,,,,,,,,3.11449,3.266061333333333,0.953592012560695,0.2669826224328594,低估价值,价值线内/历史低位,55.6,低估价值,,,19.02,31.35,0.6482649842271295,0.6482649842271295,,19.02,31.35
sz.000027,深圳能源,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,6.58,75.0,63.4,13.5,54.3,55.2,55.6,37.2,46.4,"PB=0.96, 低估均值=1.00, 比值=0.96, 分位=13%",0.0045801526717557,0.0217391304347824,,,,,,,,0.964251,1.0013494545454544,0.9629515406663952,0.1309669522643818,低估价值,价值线内/历史低位,55.6,低估价值,,,6.58,7.41,0.12613981762917925,0.12613981762917925,,6.58,7.41
sz.000531,穗恒运A,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,6.43,75.0,60.6,22.9,55.1,31.1,55.6,38.0,46.8,"PB=0.99, 低估均值=1.04, 比值=0.95, 分位=19%",-0.0122887864823348,0.0506535947712418,,,,,,,,0.992173,1.0416266363636366,0.9525226845808384,0.1893104855161158,低估价值,价值线内/历史低位,55.6,低估价值,,,6.43,7.35,0.14307931570762045,0.15377946647975382,,6.37036818,7.35
sz.000786,北新建材,C30非金属矿物制品业,资源金属,PB,PB低估,26.27,75.0,73.0,28.5,4.9,67.1,55.6,28.4,42.0,"PB=1.70, 低估均值=1.87, 比值=0.91, 分位=6%",0.0072852760736197,-0.0697592067988668,,,,,,,,1.697219,1.8719089090909091,0.9066781998619008,0.0558955528355773,低估价值,价值线内/历史低位,55.6,低估价值,,,26.27,24.61,-0.0631899505138942,-0.0631899505138942,,26.27,24.61
sh.600821,金开新能,D44电力、热力生产和供应业,资源金属,PB,PB低估,5.78,75.0,74.7,12.9,61.8,48.9,55.5,38.5,47.0,"PB=1.21, 低估均值=1.41, 比值=0.86, 分位=9%",0.0358422939068101,0.0471014492753625,,,,,,,,1.209595,1.4062749999999995,0.8601411530461682,0.0936024044654358,低估价值,价值线内/历史低位,55.5,低估价值,,,5.78,8.36,0.44636678200692015,0.4715643788662469,,5.68102906,8.36
sh.600908,无锡银行,J66货币金融服务,金融,PE,PE低估,6.0,75.0,68.8,28.6,26.1,45.1,55.5,32.5,44.0,"PE=5.73, 低估均值=7.04, 比值=0.81, 分位=25%",-0.0147783251231526,-0.0291262135922329,,,,,,,,5.72766,7.035849111111111,0.8140680548357411,0.2482726853984339,低估价值,价值线内/历史低位,55.5,低估价值,,,6.0,5.54,-0.07666666666666666,-0.05962519444031411,,5.891268,5.54
sh.603323,苏农银行,J66货币金融服务,金融,PE,PE低估,5.26,75.0,74.4,28.1,22.3,49.9,55.5,31.7,43.6,"PE=5.30, 低估均值=6.85, 比值=0.77, 分位=22%",-0.0204841713221601,-0.1419249592169658,,,,,,,,5.299482,6.84793725,0.7738800468710486,0.2160638797557538,低估价值,价值线内/历史低位,55.5,低估价值,,,5.26,4.76,-0.09505703422053235,-0.07883251124102053,,5.16735562,4.76
sz.301286,侨源股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,26.77,75.0,55.8,28.5,31.3,40.0,55.5,33.6,44.5,"PB=5.81, 低估均值=5.48, 比值=1.06, 分位=12%",-0.0011194029850746,-0.0346195456184638,,,,,,,,5.806262,5.4821670000000005,1.059118045838443,0.1186224489795918,低估价值,价值线内/历史低位,55.5,低估价值,,,26.77,62.68,1.341426970489354,1.341426970489354,,26.77,62.68
sh.600395,盘江股份,B06煤炭开采和洗选业,B06煤炭开采和洗选业,PB,PB低估,5.25,78.1,78.1,0.0,86.9,37.8,55.4,40.0,47.7,"PB=1.08, 低估均值=1.33, 比值=0.81, 分位=11%",0.0355029585798816,0.148796498905908,,,,,,,,1.078818,1.3326247272727274,0.8095437356980809,0.1081191350469196,低估价值,价值线内/历史低位,55.4,低估价值,,,5.25,5.35,0.01904761904761898,0.01904761904761898,,5.25,5.35
sh.601615,明阳智能,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,11.97,75.0,38.9,15.0,64.1,69.4,55.4,43.4,49.4,"价值线=12.24, 现价/价值=0.98, 扣非EPS=0.08, akshare东方财富扣非净利润同比=-12.7%, 市值=262.5亿",0.0803249097472924,0.1587608906098743,262.4513984316,12.239413023772055,0.977988076450334,0.08,0.08,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,55.4,低估价值,,,11.97,16.18,0.3517126148705094,0.3517126148705094,,11.97,16.18
sh.601611,中国核建,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,9.13,77.1,77.1,9.2,52.4,53.8,55.4,34.4,44.9,"PB=1.27, 低估均值=1.59, 比值=0.80, 分位=14%",-0.0266524520255863,0.0077262693156732,,,,,,,,1.274731,1.5924963333333335,0.8004608697162882,0.1362422083704363,低估价值,价值线内/历史低位,55.4,低估价值,,,9.13,12.84,0.4063526834611171,0.407519517140827,,9.12243123,12.84
sz.300482,万孚生物,C27医药制造业,医药医疗,PE,PE低估,22.33,75.0,62.8,12.2,51.4,60.1,55.4,36.2,45.8,"PE=27.21, 低估均值=32.31, 比值=0.84, 分位=30%",-0.0825801150369762,0.0276115968706855,,,,,,,,27.213857,32.31144925,0.8422357285629953,0.3043655650754794,低估价值,价值线内/历史低位,55.4,低估价值,,,22.33,18.17,-0.18629646215853102,-0.18629646215853102,,22.33,18.17
sh.601069,西部黄金,B09有色金属矿采选业,资源金属,PB,PB低估,21.91,75.0,62.9,5.7,64.7,62.0,55.3,38.3,46.8,"PB=4.14, 低估均值=4.87, 比值=0.85, 分位=29%",0.0976953907815632,0.1568109820485743,,,,,,,,4.142842,4.8675345000000005,0.8511171312704614,0.2913096695226438,低估价值,价值线内/历史低位,55.3,低估价值,,,21.91,29.29,0.3368324965769054,0.3368324965769054,,21.91,29.29
sh.601512,中新集团,K70房地产业,K70房地产业,PB,PB低估,8.54,75.0,57.9,6.4,89.3,35.4,55.3,43.2,49.3,"PB=0.86, 低估均值=0.93, 比值=0.92, 分位=27%",0.0962772785622592,0.150943396226415,,,,,,,,0.862424,0.9335915,0.923770192852013,0.2698986975397974,低估价值,价值线内/历史低位,55.3,低估价值,,,8.54,9.34,0.0936768149882905,0.0936768149882905,,8.54,9.34
sh.601800,中国交建,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,9.03,75.0,74.3,15.5,33.2,68.9,55.3,32.7,44.0,"PB=0.50, 低估均值=0.58, 比值=0.87, 分位=9%",-0.0206073752711498,0.0191873589164786,,,,,,,,0.50481,0.5807105,0.869297179920115,0.0869033047735618,低估价值,价值线内/历史低位,55.3,低估价值,,,9.03,6.61,-0.2679955703211516,-0.2574122091256099,,8.90130444,6.61
sz.000751,锌业股份,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,3.69,75.0,46.5,0.0,92.3,48.5,55.3,43.3,49.3,"PB=1.65, 低估均值=1.70, 比值=0.97, 分位=38%",0.1081081081081081,0.2019543973941369,,,,,,,,1.648763,1.6968644000000002,0.971652773197434,0.3843329253365973,低估价值,价值线内/历史低位,55.3,低估价值,,,3.69,5.81,0.5745257452574526,0.5745257452574526,,3.69,5.81
sz.001289,龙源电力,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,16.61,75.0,63.9,28.0,33.6,36.1,55.2,33.5,44.4,"PB=1.86, 低估均值=1.94, 比值=0.96, 分位=13%",0.0128048780487806,0.0006024096385541,,,,,,,,1.85574,1.94112975,0.9560102821565636,0.1327231121281464,低估价值,价值线内/历史低位,55.2,低估价值,,,16.61,17.42,0.04876580373269124,0.055669884779146805,,16.5013706,17.42
sz.002250,联化科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.95,75.0,53.4,4.6,51.0,77.0,55.2,35.2,45.2,"PB=1.66, 低估均值=1.77, 比值=0.94, 分位=33%",0.0765765765765764,-0.1512784090909091,,,,,,,,1.656498,1.770928375,0.9353839620984108,0.3255813953488372,低估价值,价值线内/历史低位,55.2,低估价值,,,11.95,14.98,0.2535564853556487,0.2535564853556487,,11.95,14.98
sz.300737,科顺股份,C30非金属矿物制品业,资源金属,PB,PB低估,5.13,82.7,82.7,0.0,55.6,42.0,55.2,29.9,42.6,"PB=1.24, 低估均值=1.77, 比值=0.70, 分位=19%",-0.0302457466918715,0.0732217573221756,,,,,,,,1.241728,1.7743672857142858,0.6998145254352637,0.1860086767895878,低估价值,价值线内/历史低位,55.2,低估价值,,,5.13,7.42,0.4463937621832359,0.4602751376416576,,5.08123422,7.42
sh.603223,恒通股份,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,9.45,75.0,61.2,33.3,21.1,34.2,55.1,31.2,43.2,"PB=1.75, 低估均值=1.77, 比值=0.99, 分位=13%",-0.0521564694082248,-0.1622340425531915,,,,,,,,1.749387,1.7666454285714284,0.9902309607279915,0.1289269685842513,低估价值,价值线内/历史低位,55.1,低估价值,,,9.45,9.63,0.019047619047619202,0.02325010723804577,,9.41118885,9.63
