code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,total_score,selection_bucket,valuation_state,selection_mode,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,current_valuation,low_avg,pepb_ratio,valuation_percentile,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return,source_file
sz.002532,天山铝业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,7.58,100.0,100.0,76.5,45.0,67.7,88.6,50.6,61.0,88.6,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=19.65, 现价/价值=0.39, 扣非同比=47.1%, 市值=351.8亿",-0.1425339366515836,-0.155902004454343,351.759375,19.652518734006733,0.3857011970116361,,,,,0.4714,7.58,16.98,1.2401055408970976,1.3427459253798393,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.601677,明泰铝业,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,12.12,100.0,100.0,80.4,31.4,52.3,88.4,43.1,53.9,88.4,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=31.35, 现价/价值=0.39, 扣非同比=41.7%, 市值=145.1亿",-0.053125,0.0066445182724252,145.10794520547944,31.347546155606405,0.3866331335740733,,,,,0.4172999999999999,12.12,17.87,0.4744224422442247,0.4992850868392802,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601717,中创智领,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,15.37,100.0,100.0,74.8,88.2,67.0,87.9,79.6,83.8,87.9,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=34.22, 现价/价值=0.45, 扣非同比=6.9%, 市值=273.4亿",-0.0096649484536083,0.210236220472441,273.3525316455696,34.224627587188614,0.4490918114695129,,,,,0.0686,15.37,18.93,0.2316200390370852,0.3142200856396209,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601137,博威合金,C32有色金属冶炼和压延加工业,资源金属,VALUE,基本价值线,18.1,96.0,96.0,83.6,46.4,56.3,87.7,41.4,46.1,87.7,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=31.33, 现价/价值=0.58, 扣非同比=21.9%, 市值=141.7亿",-0.1008445106805761,-0.0722706304459251,141.66127167630057,31.32548652141802,0.5778042740892333,,,,,0.2195,18.1,19.96,0.1027624309392265,0.1350827779588261,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.600961,株冶集团,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,10.19,100.0,100.0,77.8,91.2,61.1,0.0,0.0,0.0,87.5,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=15.14, 现价/价值=0.67, 扣非同比=112.9%, 市值=121.5亿",0.0692549842602308,0.2087781731909845,121.50803030303028,15.143964421855149,0.6728753261790691,,,,,1.1294,10.19,29.38,1.8832188420019629,1.8832188420019629,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601766,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,7.05,100.0,100.0,71.3,31.8,75.9,87.5,59.6,70.9,87.5,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=13.01, 现价/价值=0.54, 扣非同比=320.2%, 市值=2031.1亿",0.0173160173160173,-0.0381991814461118,2031.0558139534885,13.01147562156926,0.5418293977597084,,,,,3.202,7.05,6.07,-0.1390070921985815,-0.1012806513823081,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.002353,杰瑞股份,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,31.38,91.7,91.7,87.4,25.0,64.0,87.4,62.3,71.6,87.4,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=51.61, 现价/价值=0.61, 扣非同比=28.4%, 市值=318.3亿",-0.145890038105607,-0.1937307297019528,318.28285714285715,51.610185633802814,0.608019514261294,,,,,0.2837,31.38,148.95,3.746653919694072,3.858531320409133,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.600988,赤峰黄金,B09有色金属矿采选业,资源金属,PB,PB低估,27.24,56.0,56.0,88.3,100.0,97.8,0.0,0.0,0.0,87.4,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=26.45, 现价/价值=1.03, 扣非同比=138.6%, 市值=449.1亿",0.2438356164383561,0.4048478597215057,449.07813084112144,26.453582766439908,1.0297281937385725,,,,,1.3858,27.24,40.8,0.4977973568281937,0.5072917877995431,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601900,南方传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,17.61,91.8,91.8,89.2,84.6,50.6,86.8,81.9,84.1,86.8,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=28.98, 现价/价值=0.61, 扣非同比=81.5%, 市值=155.0亿",0.1075471698113206,0.0475907198096372,155.0445652173913,28.983196790123458,0.6075934317225118,,,,,0.8145,17.61,12.59,-0.2850653038046564,-0.2578722591234582,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.000426,兴业银锡,B09有色金属矿采选业,资源金属,PB,PB低估,13.35,96.8,96.8,83.5,52.7,69.6,0.0,0.0,0.0,86.7,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=18.44, 现价/价值=0.72, 扣非同比=64.1%, 市值=244.6亿",-0.0423242467718795,0.0245587106676898,244.6167664670659,18.44127223529412,0.7239196856738491,,,,,0.6408,13.35,49.98,2.743820224719101,2.7570978083738944,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.002311,海大集团,C13农副食品加工业,消费,VALUE,基本价值线,54.38,64.6,64.6,92.5,86.9,74.3,0.0,0.0,0.0,86.2,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=60.79, 现价/价值=0.89, 扣非同比=68.6%, 市值=903.8亿",0.0858626198083067,0.1097959183673469,903.7915867158672,60.790193610124334,0.8945521764376032,,,,,0.6858,54.38,45.62,-0.1610886355277676,-0.14242611258995,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.300308,中际旭创,C39计算机、通信和其他电子设备制造业,AI算力/CPO,VALUE,基本价值线,86.65,75.0,44.1,100.0,25.0,100.0,86.2,72.5,76.2,86.2,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=92.02, 现价/价值=0.94, 扣非同比=58.4%, 市值=949.3亿",-0.1314153969526864,-0.1180661577608142,949.294809322034,92.02095057822471,0.9416333938687256,,,,,0.5839,86.65,1049.2,11.108482400461629,11.183974305257,q1_backtest_2025-05-06_2026-05-13_192552.csv
sz.000039,中集集团,C33金属制品业,资源金属,VALUE,基本价值线,7.79,100.0,100.0,70.4,48.1,63.7,86.0,63.1,72.7,86.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=21.25, 现价/价值=0.37, 扣非同比=132.4%, 市值=436.8亿",-0.0899532710280374,-0.0370828182941903,436.8279245283018,21.248411843876177,0.3666156349583881,,,,,1.3241999999999998,7.79,13.02,0.6713735558408216,0.7072497010588725,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.600487,亨通光电,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,15.77,91.8,91.8,78.9,32.9,72.1,85.3,62.4,71.2,85.3,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=25.96, 现价/价值=0.61, 扣非同比=32.7%, 市值=383.0亿",-0.0442424242424243,0.0307189542483659,383.045,25.960206890574213,0.6074681941662747,,,,,0.3267,15.77,75.43,3.783132530120483,3.8560855026264393,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.603979,金诚信,B11开采专业及辅助性活动,资源金属,VALUE,基本价值线,37.11,79.6,79.6,100.0,47.1,61.8,85.0,75.0,79.2,85.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=53.56, 现价/价值=0.69, 扣非同比=51.6%, 市值=228.7亿",-0.0957602339181286,-0.058838447882323,228.7246692607004,53.55665681818182,0.6929110628765315,,,,,0.5156000000000001,37.11,69.52,0.8733495014820802,0.8925532392002449,q1_backtest_2025-05-06_2026-05-13_191545.csv
sh.600323,瀚蓝环境,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,23.28,94.2,94.2,78.3,54.0,50.5,84.3,66.4,73.7,84.3,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=39.43, 现价/价值=0.59, 扣非同比=12.8%, 市值=189.9亿",-0.0352258599254039,0.0448833034111311,189.89176470588237,39.431875000000005,0.5903853164476708,,,,,0.128,23.28,30.97,0.3303264604810996,0.3876300302085935,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601019,山东出版,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,9.85,98.1,98.1,71.6,28.1,48.5,83.9,54.2,66.2,83.9,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=17.49, 现价/价值=0.56, 扣非同比=49.3%, 市值=205.1亿",-0.0110441767068274,-0.0913284132841328,205.0737704918033,17.485898803149606,0.5633110491423976,,,,,0.4926,9.85,7.49,-0.2395939086294415,-0.2112698191032588,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.001301,尚太科技,C30非金属矿物制品业,资源金属,VALUE,基本价值线,52.2,83.6,83.6,92.5,1.6,53.9,83.7,29.8,28.6,83.7,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=78.48, 现价/价值=0.67, 扣非同比=72.6%, 市值=135.8亿",-0.1209161333782418,-0.0686886708296162,135.8496894409938,78.48388400954653,0.6651046983562965,,,,,0.726,52.2,77.95,0.4932950191570882,0.5165913793350541,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.000333,美的集团,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,74.05,85.0,72.4,93.0,33.4,96.2,83.4,72.2,77.8,83.4,低估价值,深度低估,低估价值,"价值线=99.64, 现价/价值=0.74, 市值=5245.7亿",-0.025144813059505,0.0254812352859714,5245.707444852941,99.64038833121415,0.7431725351556311,,,,,,74.05,80.38,0.0854827819041188,0.1450952980239475,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.600482,中国动力,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,21.63,90.4,90.4,76.5,27.6,62.7,0.0,0.0,0.0,83.3,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=28.74, 现价/价值=0.75, 扣非同比=600.4%, 市值=477.6亿",-0.0132299270072994,-0.1210889882161723,477.57666666666654,28.73879942487419,0.7526410439149612,,,,,6.004099999999999,21.63,41.39,0.913546000924642,0.9380821205710717,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601811,新华文轩,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,15.26,97.2,97.2,72.8,35.3,40.9,83.0,56.1,67.1,83.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=26.78, 现价/价值=0.57, 扣非同比=10.1%, 市值=188.6亿",-0.0129366106080207,0.0538674033149171,188.6136,26.78176051779935,0.5697907719643036,,,,,0.1012,15.26,13.61,-0.1081258191349934,-0.071679974951593,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.603129,春风动力,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,167.5,75.0,51.4,100.0,45.0,66.0,82.8,74.4,76.5,82.8,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=188.09, 现价/价值=0.89, 扣非同比=50.8%, 市值=253.1亿",-0.1244119184526921,-0.1483628228594672,253.14168377823407,188.09390402173915,0.8905126451128422,,,,,0.5084000000000001,167.5,263.58,0.5736119402985074,0.6080055714666066,q1_backtest_2025-05-06_2026-05-13_191545.csv
sh.600866,星湖科技,C14食品制造业,消费,PE,PE低估,7.7,100.0,100.0,47.5,95.5,62.0,82.6,69.1,75.9,82.6,低估价值,价值线内/历史低位,低估价值,"PE=10.97, 低估均值=19.14, 比值=0.57, 分位=4%",0.1809815950920246,0.2106918238993711,,,,10.973479,19.1440635,0.5732053176693652,0.0425400739827373,,7.7,5.92,-0.2311688311688312,-0.1891318020507459,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601098,中南传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,14.14,86.4,86.4,84.0,55.5,53.5,82.3,69.6,74.4,82.3,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=21.91, 现价/价值=0.65, 扣非同比=51.5%, 市值=255.3亿",-0.0146341463414633,0.0591760299625467,255.2642105263158,21.91039443148688,0.6453557942197408,,,,,0.5146999999999999,14.14,11.6,-0.1796322489391797,-0.1448659176887328,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.601336,新华保险,J68保险业,金融,PE,PE低估,48.6,99.4,99.4,55.5,52.3,78.9,81.7,60.1,70.9,81.7,低估价值,价值线内/历史低位,低估价值,"PE=5.58, 低估均值=9.20, 比值=0.61, 分位=0%",-0.0673575129533678,0.0360264335962481,,,,5.580256,9.1956168,0.606838684274012,0.0008163265306122,,48.6,64.05,0.3179012345679011,0.3722677378042289,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.600741,华域汽车,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,17.76,100.0,100.0,67.2,56.7,57.2,81.5,63.6,72.6,81.5,低估价值,深度低估,低估价值,"价值线=39.57, 现价/价值=0.45, 市值=560.0亿",-0.0116861435726208,0.0809494826536822,560.0331138287867,39.56968835859188,0.4488284021611133,,,,,,17.76,18.04,0.0157657657657657,0.0608863219234936,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.688596,正帆科技,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,37.83,75.0,38.3,100.0,28.9,52.9,81.5,66.8,71.2,81.5,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=38.53, 现价/价值=0.98, 扣非同比=50.8%, 市值=106.2亿",-0.0596569724086502,0.0617457198989614,106.2459574468085,38.5274296969697,0.9818978399946428,,,,,0.5077,37.83,38.46,0.0166534496431405,0.02516643169191,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.300926,博俊科技,C36汽车制造业,C36汽车制造业,VALUE,基本价值线,26.21,75.0,51.0,100.0,52.9,47.1,81.0,74.3,75.9,81.0,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=29.35, 现价/价值=0.89, 扣非同比=54.3%, 市值=106.4亿",-0.0685856432125088,0.0484,106.40218543046358,29.3543064274062,0.892884322265214,,,,,0.5432,26.21,22.89,-0.1266692102251049,-0.1266692102251049,q1_backtest_2025-05-06_2026-05-13_195357.csv
sh.600031,三一重工,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,19.68,75.0,38.6,78.3,91.0,82.3,78.3,83.1,80.7,80.7,低估且高质量,低估且高质量,低估且高质量,"价值线=20.08, 现价/价值=0.98, 市值=1665.4亿",0.0165289256198346,0.2447817836812142,1665.445865302643,20.083383394358627,0.9799145698492248,,,,,,19.68,21.39,0.086890243902439,0.123970014686962,q1_backtest_2025-05-06_2026-05-13_190706.csv
sz.301109,军信股份,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,21.38,85.0,62.6,82.1,93.3,43.3,80.8,80.3,80.6,80.6,低估且高质量,深度低估且高质量,低估且高质量,"价值线=26.34, 现价/价值=0.81, 市值=125.3亿",0.0652715495764821,0.2539589442815249,125.29717909468624,26.33588899253731,0.8118199467676356,,,,,,21.38,16.18,-0.2432179607109448,0.1464900623389302,q1_backtest_2025-05-06_2026-05-13_195357.csv
sz.002683,广东宏大,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,30.56,8.8,8.8,90.3,87.8,55.7,45.8,80.1,63.0,80.1,高质量趋势,估值有约束的高质量,高质量趋势,"价值线=25.72, 现价/价值=1.19, 市值=232.3亿",0.0320837554880106,0.169089517980107,232.27151925518405,25.718947658685963,1.188229021092124,,,,,,30.56,40.64,0.3298429319371729,0.3726532412244818,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.300763,锦浪科技,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,54.18,43.4,43.4,85.0,32.7,72.2,0.0,0.0,0.0,80.0,财报后主线候选,价值线附近/业绩强,财报后主线候选,"Q1价值线=53.58, 现价/价值=1.01, 扣非同比=1024.4%, 市值=213.9亿",-0.0983524712930604,0.0536756126021003,213.9336,53.58483357452967,1.0111069940087158,,,,,10.2438,54.18,102.31,0.8883351790328535,0.8956010177338272,q1_backtest_2025-05-06_2026-05-13_195357.csv
sh.688336,三生国健,C27医药制造业,医药医疗,PE,PE低估,28.74,100.0,100.0,45.0,91.7,41.9,79.6,63.6,71.6,79.6,低估价值,价值线内/历史低位,低估价值,"PE=24.74, 低估均值=92.19, 比值=0.27, 分位=4%",-0.0089655172413793,0.2784697508896796,,,,24.743201,92.19421633333332,0.2683812714513411,0.0365296803652968,,28.74,69.56,1.420320111343076,1.4250076511327157,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.002705,新宝股份,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,14.04,100.0,100.0,68.0,46.9,42.7,79.4,58.4,68.9,79.4,低估价值,深度低估,低估价值,"价值线=25.66, 现价/价值=0.55, 市值=114.6亿",-0.1370620774431469,-0.0614973262032086,114.5789351313648,25.660451184045584,0.547145484672124,,,,,,14.04,14.07,0.0021367521367521,0.0449254024413219,q1_backtest_2025-05-06_2026-05-13_194614.csv
sz.000425,徐工机械,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,9.07,85.0,69.4,67.0,90.3,72.7,78.9,76.9,77.9,78.9,低估价值,深度低估,低估价值,"价值线=11.87, 现价/价值=0.76, 市值=1072.7亿",0.031854379977247,0.2207267833109019,1072.7498039215686,11.868406923076924,0.7642137701197534,,,,,,9.07,10.52,0.1598676957001101,0.1837389758878647,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.603259,药明康德,M73研究和试验发展,医药医疗,VALUE,基本价值线,60.34,75.0,37.9,79.3,53.9,98.4,78.8,73.0,74.8,78.8,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=61.27, 现价/价值=0.98, 扣非同比=14.5%, 市值=1738.5亿",-0.0864496593489779,0.0776924450794784,1738.454268292683,61.27410878306878,0.9847552448885736,,,,,0.145,60.34,108.92,0.8051044083526682,0.8502808659763468,q1_backtest_2025-05-06_2026-05-13_191545.csv
sh.601877,正泰电器,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,22.3,95.2,95.2,66.4,52.2,55.1,78.2,61.2,69.7,78.2,低估价值,深度低估,低估价值,"价值线=38.19, 现价/价值=0.58, 市值=477.3亿",-0.064204783885858,0.0314523589269195,477.29392265193366,38.18845631388746,0.5839460966085313,,,,,,22.3,34.6,0.5515695067264574,0.5939035859698156,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.688187,时代电气,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,VALUE,基本价值线,46.2,85.0,68.0,88.1,34.0,56.4,78.0,64.2,71.1,78.0,低估价值,深度低估,低估价值,"价值线=59.70, 现价/价值=0.77, 市值=653.0亿",-0.0149253731343282,0.0296411856474261,652.9717557251909,59.703018698352686,0.7738302184253666,,,,,,46.2,59.29,0.2833333333333332,0.3233651284695367,q1_backtest_2025-05-06_2026-05-13_194614.csv
sh.600968,海油发展,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,3.94,100.0,100.0,57.8,57.3,48.7,77.9,58.4,68.1,77.9,低估价值,深度低估,低估价值,"价值线=7.44, 现价/价值=0.53, 市值=400.5亿",0.0025445292620864,-0.0174563591022443,400.4626077286628,7.4409405262582045,0.5295029554525,,,,,,3.94,4.19,0.0634517766497462,0.0970885103779337,q1_backtest_2025-05-06_2026-05-13_190706.csv
sh.600690,海尔智家,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,25.12,75.3,75.3,79.9,27.6,83.1,77.7,62.3,69.9,77.7,价值线左侧确认,基本价值线左侧,价值线左侧确认,"Q1价值线=34.75, 现价/价值=0.72, 扣非同比=15.6%, 市值=2329.3亿",-0.0703182827535158,-0.0559939872228485,2329.320396039604,34.74871240723934,0.7229044836425839,,,,,0.1561,25.12,21.08,-0.1608280254777071,-0.1215728740743411,q1_backtest_2025-05-06_2026-05-13_190706.csv
