code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,end_quote_time,end_quote_trade_date,buy_close_raw,end_close_raw,raw_return,qfq_return,earnings_yoy
sh.603355,莱克电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,22.58,75.0,40.1,65.0,31.4,34.5,63.6,49.2,56.4,"价值线=23.30, 现价/价值=0.97, 扣非EPS=2.02, akshare东方财富扣非净利润同比=-30.0%, 市值=129.6亿",-0.030901287553648182,-0.009649122807017685,129.6283512370604,23.2968398804016,0.9692301666628769,2.02,2.02,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,63.6,低估价值,,,22.58,,,,
sh.603599,广信股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.75,92.0,92.0,11.6,53.0,47.7,63.6,35.5,49.6,"PB=1.09, 低估均值=1.61, 比值=0.68, 分位=7%",-0.029727497935590375,0.020851433536055675,,,,,,,,1.090416,1.6062981818181818,0.6788378473825759,0.06772745818033456,低估价值,价值线内/历史低位,63.6,低估价值,,,11.75,,,,
sh.605183,确成股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,20.27,75.0,43.8,48.0,61.0,42.3,63.6,53.1,58.3,"PB=2.41, 低估均值=2.41, 比值=1.00, 分位=39%",-0.050140581068416124,0.1979905437352245,,,,,,,,2.407309,2.4111230000000003,0.9984181644818617,0.39043478260869563,低估价值,价值线内/历史低位,63.6,低估价值,,,20.27,,,,
sz.000537,绿发电力,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,8.93,75.0,71.4,38.1,81.3,46.9,63.6,56.4,60.0,"PB=0.93, 低估均值=1.11, 比值=0.84, 分位=18%",0.02880184331797242,0.04200700116686118,,,,,,,,0.931323,1.1117226363636363,0.837729636455267,0.1762545899632803,低估价值,价值线内/历史低位,63.6,低估价值,,,8.93,,,,
sz.000915,华特达因,C27医药制造业,医药医疗,PE,PE低估,33.47,75.0,69.8,45.9,53.3,55.8,63.6,51.4,57.5,"PE=15.05, 低估均值=17.88, 比值=0.84, 分位=20%",-0.05398530243075195,0.045937499999999964,,,,,,,,15.048368,17.880077636363637,0.8416276654971204,0.19583843329253367,低估价值,价值线内/历史低位,63.6,低估价值,,,33.47,,,,
sz.002429,兆驰股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,5.81,75.0,38.0,36.2,79.7,72.9,63.6,58.9,61.3,"价值线=5.91, 现价/价值=0.98, 扣非EPS=0.35, akshare东方财富扣非净利润同比=-32.7%, 市值=263.2亿",0.2882483370288249,0.29398663697104666,263.16146175462,5.9051653571666805,0.983884387411576,0.35,0.35,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,63.6,低估价值,,,5.81,,,,
sz.002810,山东赫达,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,14.05,79.2,79.2,26.3,90.8,43.3,63.6,54.1,58.8,"PB=2.19, 低估均值=2.75, 比值=0.79, 分位=11%",0.0563909774436091,0.21016365202411724,,,,,,,,2.187318,2.752917666666667,0.7945453750705462,0.11146642302421197,低估价值,价值线内/历史低位,63.6,低估价值,,,14.05,,,,
sh.601222,林洋能源,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,6.15,87.1,87.1,29.2,64.9,46.7,63.5,47.2,55.4,"价值线=9.60, 现价/价值=0.64, 扣非EPS=0.37, akshare东方财富扣非净利润同比=-43.8%, 市值=126.8亿",0.05670103092783507,0.0923623445825934,126.75428603144596,9.603907355304676,0.6403643613453929,0.37,0.37,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.5,低估价值,,,6.15,,,,
sh.601801,皖新传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,6.88,85.0,77.0,38.2,53.6,42.2,63.5,46.5,55.0,"价值线=9.68, 现价/价值=0.71, 扣非EPS=0.39, akshare东方财富扣非净利润同比=-8.3%, 市值=133.6亿",0.004379562043795637,0.007320644216691097,133.6368763915487,9.678634834899668,0.7108440516003123,0.39,0.39,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.5,低估价值,,,6.88,,,,
sh.603995,甬金股份,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,18.36,83.5,83.5,28.1,60.7,44.7,63.5,44.8,54.1,"PB=1.18, 低估均值=1.56, 比值=0.75, 分位=10%",0.026271660145332554,0.03320202588632526,,,,,,,,1.178721,1.562967666666667,0.7541557161664464,0.09927536231884058,低估价值,价值线内/历史低位,63.5,低估价值,,,18.36,,,,
sh.600258,首旅酒店,H61住宿业,消费,VALUE,基本价值线,15.35,75.0,51.7,44.5,64.8,60.4,63.4,55.5,59.4,"价值线=17.29, 现价/价值=0.89, 扣非EPS=0.66, akshare东方财富扣非净利润同比=3.8%, 市值=171.4亿",0.1099060014461315,0.05065023956194392,171.3893496141084,17.288530626276717,0.8878718690337767,0.6567,0.6567,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,63.4,低估价值,,,15.35,,,,
sh.600917,重庆燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,5.72,99.9,99.9,2.6,53.5,24.3,63.4,28.5,46.0,"PB=1.57, 低估均值=2.60, 比值=0.60, 分位=3%",-0.008665511265164572,0.014184397163120588,,,,,,,,1.566072,2.6043094545454544,0.601338676272377,0.0277437780497756,低估价值,价值线内/历史低位,63.4,低估价值,,,5.72,,,,
sz.000897,津滨发展,K70房地产业,K70房地产业,PB,PB低估,2.31,97.9,97.9,1.0,53.1,40.5,63.4,30.0,46.7,"PB=1.22, 低估均值=3.25, 比值=0.38, 分位=8%",0.017621145374449254,-0.012820512820512775,,,,,,,,1.222295,3.245731,0.37658542867538924,0.0832313341493268,低估价值,价值线内/历史低位,63.4,低估价值,,,2.31,,,,
sz.002497,雅化集团,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,13.97,87.7,87.7,3.2,66.4,77.0,63.4,40.6,52.0,"PB=1.51, 低估均值=2.33, 比值=0.65, 分位=18%",0.02194586686174116,0.2495527728085869,,,,,,,,1.512396,2.3345056,0.6478442373408743,0.17870257037943696,低估价值,价值线内/历史低位,63.4,低估价值,,,13.97,,,,
sh.601108,财通证券,J67资本市场服务,金融,PB,PB低估,8.6,75.0,55.5,25.4,87.3,69.9,63.3,56.2,59.8,"PB=1.10, 低估均值=1.17, 比值=0.94, 分位=28%",0.06699751861042169,0.13306982872200268,,,,,,,,1.104896,1.1697445,0.9445618252532926,0.27958115183246074,低估价值,价值线内/历史低位,63.3,低估价值,,,8.6,,,,
sh.600338,西藏珠峰,B09有色金属矿采选业,资源金属,PB,PB低估,13.05,75.0,69.5,20.7,96.9,70.9,63.2,57.6,60.4,"PB=2.88, 低估均值=3.31, 比值=0.87, 分位=16%",0.11538461538461542,0.2869822485207101,,,,,,,,2.879175,3.307663875,0.8704557381907496,0.16075071399428806,低估价值,价值线内/历史低位,63.2,低估价值,,,13.05,,,,
sz.000166,申万宏源,J67资本市场服务,金融,PB,PB低估,5.42,75.0,54.7,33.9,59.7,74.9,63.2,51.1,57.2,"PB=1.25, 低估均值=1.35, 比值=0.93, 分位=31%",0.028462998102466885,0.11065573770491799,,,,,,,,1.251146,1.3469682,0.9288608298250842,0.3141574867401061,低估价值,价值线内/历史低位,63.2,低估价值,,,5.42,,,,
sz.002010,传化智联,L72商务服务业,L72商务服务业,VALUE,基本价值线,6.18,85.0,57.2,28.3,60.1,60.9,63.1,47.1,55.1,"价值线=7.27, 现价/价值=0.85, 扣非EPS=0.07, akshare东方财富扣非净利润同比=12.8%, 市值=167.5亿",0.01812191103789118,0.12568306010928953,167.53693445759998,7.274197949563909,0.8495781999403099,0.07,0.07,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.1,低估价值,,,6.18,,,,
sz.300428,立中集团,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,21.46,75.0,60.4,25.2,94.9,60.9,63.1,57.4,60.3,"PB=1.83, 低估均值=1.90, 比值=0.96, 分位=18%",0.1797691039032434,0.1975446428571428,,,,,,,,1.825004,1.902347,0.9593433795201401,0.18278253773969808,低估价值,价值线内/历史低位,63.1,低估价值,,,21.46,,,,
sh.600161,天坛生物,C27医药制造业,医药医疗,PE,PE低估,20.1,81.4,81.4,33.5,31.4,67.1,63.0,40.2,51.6,"PE=27.30, 低估均值=36.87, 比值=0.74, 分位=15%",-0.036895064686152335,-0.005442850074220629,,,,,,,,27.304272,36.871855999999994,0.7405179712136001,0.15076507650765075,低估价值,价值线内/历史低位,63.0,低估价值,,,20.1,,,,
sh.600517,国网英大,J69其他金融业,金融,PB,PB低估,5.92,75.0,53.6,27.9,91.7,56.2,63.0,56.8,59.9,"PB=1.51, 低估均值=1.52, 比值=0.99, 分位=24%",0.11487758945386073,0.18399999999999994,,,,,,,,1.51333,1.5245125555555559,0.9926648321033468,0.24479804161566707,低估价值,价值线内/历史低位,63.0,低估价值,,,5.92,,,,
sh.600995,南网储能,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,10.62,75.0,65.9,35.8,83.5,44.1,63.0,55.7,59.3,"PB=1.54, 低估均值=1.78, 比值=0.87, 分位=22%",0.0525272547076312,0.06733668341708543,,,,,,,,1.54476,1.7827310909090912,0.8665131874781297,0.22358221134230927,低估价值,价值线内/历史低位,63.0,低估价值,,,10.62,,,,
sh.601880,辽港股份,G55水上运输业,G55水上运输业,PB,PB低估,1.67,75.0,67.0,30.3,87.4,53.2,62.9,55.9,59.4,"PB=1.00, 低估均值=1.17, 比值=0.86, 分位=22%",0.08441558441558428,0.12080536912751683,,,,,,,,0.996797,1.1650408181818181,0.8555897651342532,0.21991024071807425,低估价值,价值线内/历史低位,62.9,低估价值,,,1.67,,,,
sh.600167,联美控股,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,6.61,85.9,85.9,11.6,86.2,38.9,62.6,45.5,54.1,"PB=1.38, 低估均值=2.16, 比值=0.64, 分位=22%",0.059294871794871806,0.11655405405405417,,,,,,,,1.376369,2.1641255,0.6359931528924732,0.22317421460628314,低估价值,价值线内/历史低位,62.6,低估价值,,,6.61,,,,
sh.600649,城投控股,K70房地产业,K70房地产业,PB,PB低估,4.68,75.0,52.9,32.3,86.2,46.2,62.6,55.4,59.0,"PB=0.56, 低估均值=0.60, 比值=0.93, 分位=34%",0.07339449541284382,0.10638297872340408,,,,,,,,0.559476,0.6032317777777778,0.9274644019269541,0.3447572419420645,低估价值,价值线内/历史低位,62.6,低估价值,,,4.68,,,,
sh.600352,浙江龙盛,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,10.46,78.8,78.8,32.5,52.1,58.1,62.5,45.5,54.0,"PB=0.99, 低估均值=1.38, 比值=0.72, 分位=23%",-0.011342155009451682,-0.010406811731314969,,,,,,,,0.98725,1.3785399999999999,0.7161562232506855,0.2252141982864137,低估价值,价值线内/历史低位,62.5,低估价值,,,10.46,,,,
sh.603916,苏博特,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,11.35,87.7,87.7,3.6,87.2,44.6,62.3,43.2,52.8,"PB=1.16, 低估均值=1.86, 比值=0.62, 分位=21%",-0.0017590149516270026,0.18475991649269297,,,,,,,,1.156827,1.8585442857142858,0.6224371455078899,0.2129678439641539,低估价值,价值线内/历史低位,62.3,低估价值,,,11.35,,,,
sh.605599,菜百股份,F52零售业,F52零售业,PE,PE低估,14.59,75.0,56.5,59.5,20.6,40.8,62.3,43.9,53.1,"PE=14.59, 低估均值=15.37, 比值=0.95, 分位=26%",-0.06354300385109113,-0.16293746414228338,,,,,,,,14.586456,15.3671512,0.9491971420180989,0.25752855659397716,低估价值,价值线内/历史低位,62.3,低估价值,,,14.59,,,,
sz.002893,京能热力,D44电力、热力生产和供应业,D44电力、热力生产和供应业,PB,PB低估,11.3,75.0,61.0,42.9,57.2,46.5,62.3,50.0,56.2,"PB=2.33, 低估均值=2.41, 比值=0.97, 分位=16%",0.03764921946740141,0.05312208760484616,,,,,,,,2.327736,2.405789111111111,0.9675561291924452,0.16252587991718426,低估价值,价值线内/历史低位,62.3,低估价值,,,11.3,,,,
sh.600707,彩虹股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,6.39,85.0,57.4,27.2,59.9,55.2,62.2,45.8,54.0,"价值线=7.53, 现价/价值=0.85, 扣非EPS=0.29, akshare东方财富扣非净利润同比=-51.1%, 市值=229.3亿",0.03565640194489461,0.009478672985781866,229.29577800147408,7.534720068540971,0.8480739751274349,0.289,0.289,1.0,年报扣非EPS,,,,,低估价值,深度低估,62.2,低估价值,,,6.39,,,,
sh.688472,阿特斯,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,10.45,75.0,36.0,35.2,72.9,67.9,62.2,55.3,58.7,"价值线=10.47, 现价/价值=1.00, 扣非EPS=0.61, akshare东方财富扣非净利润同比=-31.9%, 市值=381.4亿",0.15725359911406422,0.17547806524184462,381.4195513734262,10.471521286903918,0.9979447793387161,0.61,0.61,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,62.2,低估价值,,,10.45,,,,
sh.601369,陕鼓动力,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,8.36,85.0,61.3,41.9,23.4,44.5,61.9,38.0,49.9,"价值线=10.19, 现价/价值=0.82, 扣非EPS=0.56, akshare东方财富扣非净利润同比=-9.1%, 市值=142.8亿",-0.06278026905829603,-0.044571428571428595,142.76453468447957,10.187807323521941,0.8205887424566972,0.5563,0.5563,1.0,年报扣非EPS,,,,,低估价值,深度低估,61.9,低估价值,,,8.36,,,,
sh.600612,老凤祥,C24文教、工美、体育和娱乐用品制造业,C24文教、工美、体育和娱乐用品制造业,VALUE,基本价值线,47.93,75.0,39.9,57.5,31.5,39.0,61.8,46.5,54.1,"价值线=49.37, 现价/价值=0.97, 扣非EPS=3.45, akshare东方财富扣非净利润同比=-27.9%, 市值=250.7亿",0.01654294803817602,-0.04521912350597612,250.73139566989445,49.374042589119966,0.9707530006984242,3.4475,3.4475,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,61.8,低估价值,,,47.93,,,,
sh.601155,新城控股,K70房地产业,K70房地产业,PB,PB低估,14.7,90.3,90.3,1.5,60.0,57.7,61.8,34.8,48.3,"PB=0.54, 低估均值=1.77, 比值=0.30, 分位=20%",0.0,0.13777089783281737,,,,,,,,0.536544,1.7711121666666667,0.3029418520735512,0.2021950189953567,低估价值,价值线内/历史低位,61.8,低估价值,,,14.7,,,,
sh.600675,中华企业,K70房地产业,K70房地产业,PB,PB低估,3.06,75.0,66.7,30.7,83.3,44.6,61.7,53.4,57.5,"PB=1.25, 低估均值=1.55, 比值=0.80, 分位=30%",0.05882352941176472,0.05882352941176472,,,,,,,,1.245465,1.548945,0.8040730949129892,0.2953896368829049,低估价值,价值线内/历史低位,61.7,低估价值,,,3.06,,,,
sz.000975,山金国际,B09有色金属矿采选业,资源金属,PB,PB低估,20.87,21.5,21.5,77.7,39.4,72.5,0.0,0.0,0.0,"Q1价值线=16.19, 现价/价值=1.29, akshare东方财富扣非净利润同比=41.9%, 市值=579.5亿",0.10892667375132836,0.043500000000000094,579.5286946898105,16.190779860474386,1.289005235068925,0.7967,0.7967,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,61.7,财报后主线候选,,,20.87,,,,0.41867018630832
sh.688625,呈和科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,34.02,75.0,40.8,40.8,62.7,39.1,61.6,49.9,55.8,"PB=4.49, 低估均值=4.49, 比值=1.00, 分位=44%",0.06947500785916394,0.03814464449191335,,,,,,,,4.489343,4.489473800000001,0.9999708651824628,0.43592233009708736,低估价值,价值线内/历史低位,61.6,低估价值,,,34.02,,,,
sz.002458,益生股份,A03畜牧业,A03畜牧业,PB,PB低估,8.86,81.3,81.3,33.9,36.1,48.0,61.6,39.1,50.4,"PB=2.28, 低估均值=2.87, 比值=0.79, 分位=8%",0.001129943502824915,0.05980861244019131,,,,,,,,2.28215,2.870957333333333,0.7949090616927781,0.07792737658098735,低估价值,价值线内/历史低位,61.6,低估价值,,,8.86,,,,
sz.000069,华侨城A,K70房地产业,K70房地产业,PB,PB低估,2.27,96.5,96.5,0.0,32.0,52.5,61.5,23.9,42.7,"PB=0.39, 低估均值=0.82, 比值=0.47, 分位=11%",0.004424778761062065,-0.025751072961373467,,,,,,,,0.385494,0.81699375,0.4718444908544282,0.10526315789473684,低估价值,价值线内/历史低位,61.5,低估价值,,,2.27,,,,
sz.301555,惠柏新材,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,31.82,75.0,45.4,37.0,62.2,47.3,61.5,49.3,55.4,"PB=2.68, 低估均值=3.24, 比值=0.83, 分位=62%",-0.031059683313032993,0.20621683093252474,,,,,,,,2.675155,3.2399190000000004,0.8256857656009301,0.625,低估价值,价值线内/历史低位,61.5,低估价值,,,31.82,,,,
sh.600796,钱江生化,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,5.87,95.5,95.5,2.6,51.3,30.7,61.4,28.5,44.9,"PB=1.50, 低估均值=2.49, 比值=0.60, 分位=12%",-0.03612479474548436,-0.008445945945945943,,,,,,,,1.504732,2.4919903999999997,0.6038273662691478,0.11587107303141575,低估价值,价值线内/历史低位,61.4,低估价值,,,5.87,,,,
sh.688065,凯赛生物,C28化学纤维制造业,医药医疗,PB,PB低估,53.75,75.0,72.3,31.0,69.0,55.4,61.4,50.2,55.8,"PB=2.22, 低估均值=2.63, 比值=0.84, 分位=15%",0.11537663415646415,0.13062684055532192,,,,,,,,2.221411,2.629388833333333,0.8448392918683956,0.15158924205378974,低估价值,价值线内/历史低位,61.4,低估价值,,,53.75,,,,
sz.000789,万年青,C30非金属矿物制品业,资源金属,PB,PB低估,6.04,94.4,94.4,0.2,57.5,36.0,61.4,30.4,45.9,"PB=0.73, 低估均值=1.37, 比值=0.54, 分位=14%",-0.011456628477905073,0.09818181818181815,,,,,,,,0.7341,1.3702294444444445,0.5357496899343297,0.13749490004079967,低估价值,价值线内/历史低位,61.4,低估价值,,,6.04,,,,
sz.300070,碧水源,N77生态保护和环境治理业,N77生态保护和环境治理业,VALUE,基本价值线,4.52,93.0,93.0,15.0,52.6,51.2,61.4,37.5,49.4,"价值线=7.54, 现价/价值=0.60, 扣非EPS=0.01, akshare东方财富扣非净利润同比=-50.5%, 市值=164.5亿",-0.015250544662309462,0.0022172949002217113,164.49628772913042,7.541637131698376,0.5993393637307097,0.0092,0.0092,1.0,年报扣非EPS,,,,,低估价值,深度低估,61.4,低估价值,,,4.52,,,,
sh.600993,马应龙,C27医药制造业,医药医疗,PE,PE低估,27.65,75.0,59.0,50.9,23.2,50.5,61.3,42.3,51.8,"PE=21.31, 低估均值=22.53, 比值=0.95, 分位=22%",-0.049174690508940855,-0.058883594281824436,,,,,,,,21.305957,22.52669390909091,0.9458093178689543,0.22399020807833536,低估价值,价值线内/历史低位,61.3,低估价值,,,27.65,,,,
sh.603260,合盛硅业,C26化学原料和化学制品制造业,半导体/电子,PB,PB低估,51.87,91.8,91.8,4.1,36.7,61.6,61.3,28.5,44.9,"PB=1.89, 低估均值=2.96, 比值=0.64, 分位=13%",-0.023347768781773692,0.0901639344262295,,,,,,,,1.88869,2.963080888888889,0.637407506181254,0.1285414480587618,低估价值,价值线内/历史低位,61.3,低估价值,,,51.87,,,,
sz.002643,万润股份,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,13.42,82.9,82.9,3.4,91.1,57.2,61.3,46.1,53.7,"PB=1.73, 低估均值=2.38, 比值=0.73, 分位=15%",0.07017543859649122,0.20575022461814907,,,,,,,,1.730838,2.3779847,0.7278591826095434,0.1452468380252958,低估价值,价值线内/历史低位,61.3,低估价值,,,13.42,,,,
sh.600861,北京人力,L72商务服务业,L72商务服务业,VALUE,基本价值线,20.4,75.0,48.2,53.4,33.1,43.8,61.2,46.0,53.6,"价值线=22.35, 现价/价值=0.91, 扣非EPS=0.94, akshare东方财富扣非净利润同比=6.9%, 市值=115.5亿",-0.037735849056603765,0.029782937910146412,115.48971821916587,22.348911426129824,0.9127961362873718,0.9423,0.9423,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,61.2,低估价值,,,20.4,,,,
sz.000401,金隅冀东,C30非金属矿物制品业,资源金属,PB,PB低估,4.93,97.4,97.4,0.0,38.5,37.5,61.2,24.0,42.6,"PB=0.49, 低估均值=1.08, 比值=0.45, 分位=9%",0.012320328542094305,0.0979955456570154,,,,,,,,0.486328,1.0770716666666666,0.45152798560293883,0.09139126886984904,低估价值,价值线内/历史低位,61.2,低估价值,,,4.93,,,,
sh.600222,太龙药业,C27医药制造业,医药医疗,PE,PE低估,7.05,83.9,83.9,0.4,90.4,58.0,61.1,44.7,52.9,"PE=93.54, 低估均值=182.44, 比值=0.51, 分位=30%",0.058558558558558405,0.20102214650766603,,,,,,,,93.538299,182.4436264,0.512696994933225,0.3037249283667622,低估价值,价值线内/历史低位,61.1,低估价值,,,7.05,,,,
sh.601139,深圳燃气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,6.61,88.4,88.4,6.9,55.2,52.3,61.1,34.7,47.9,"PB=1.23, 低估均值=1.67, 比值=0.73, 分位=3%",0.023219814241486114,0.024806201550387597,,,,,,,,1.225415,1.670017909090909,0.7337735681332105,0.03182374541003672,低估价值,价值线内/历史低位,61.1,低估价值,,,6.61,,,,
sh.600853,龙建股份,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,4.16,75.0,71.3,24.6,90.2,45.6,61.0,53.2,57.1,"PB=1.28, 低估均值=1.48, 比值=0.87, 分位=14%",0.10933333333333328,0.15877437325905297,,,,,,,,1.284573,1.4813788888888888,0.8671468249176256,0.13667890656874745,低估价值,价值线内/历史低位,61.0,低估价值,,,4.16,,,,
sh.600606,绿地控股,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,1.86,89.6,89.6,0.0,57.4,59.4,60.9,33.5,47.2,"PB=0.43, 低估均值=0.99, 比值=0.44, 分位=21%",-0.010638297872340274,0.09411764705882364,,,,,,,,0.430826,0.987271,0.4363806898004702,0.2141982864137087,低估价值,价值线内/历史低位,60.9,低估价值,,,1.86,,,,
sh.601677,明泰铝业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,13.36,75.0,70.8,26.9,60.3,67.4,60.8,47.1,53.9,"PB=0.91, 低估均值=1.06, 比值=0.86, 分位=15%",0.06369426751592355,0.09598031173092703,,,,,,,,0.911353,1.0568717272727275,0.8623118364153418,0.1521827825377397,低估价值,价值线内/历史低位,60.8,低估价值,,,13.36,,,,
sh.600976,健民集团,F51批发业,F51批发业,PE,PE低估,42.63,75.5,75.5,34.3,60.1,45.6,60.7,47.1,53.9,"PE=19.04, 低估均值=24.57, 比值=0.78, 分位=20%",0.005899008966493646,0.036217792902284884,,,,,,,,19.040455,24.56631872727273,0.7750634196104403,0.19624643002855977,低估价值,价值线内/历史低位,60.7,低估价值,,,42.63,,,,
sh.603004,鼎龙科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,24.42,75.0,51.6,27.3,84.6,41.5,60.7,51.9,56.3,"PB=2.83, 低估均值=3.74, 比值=0.76, 分位=74%",0.06358885017421612,0.08100929614873853,,,,,,,,2.827668,3.7445763333333333,0.7551369629799687,0.7444717444717445,低估价值,价值线内/历史低位,60.7,低估价值,,,24.42,,,,
sz.002145,钛能化学,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,5.26,75.0,65.0,10.6,97.0,70.8,60.7,53.1,56.9,"PB=1.66, 低估均值=1.86, 比值=0.89, 分位=20%",0.24644549763033186,0.24056603773584895,,,,,,,,1.660582,1.8637520909090908,0.8909886717766259,0.20318237454100369,低估价值,价值线内/历史低位,60.7,低估价值,,,5.26,,,,
sz.002216,三全食品,C14食品制造业,消费,PE,PE低估,11.42,83.5,83.5,20.7,57.6,37.0,60.6,39.2,49.9,"PE=19.22, 低估均值=30.31, 比值=0.63, 分位=26%",0.025134649910233398,-0.028911564625850317,,,,,,,,19.221613,30.309693166666666,0.6341737903549327,0.2623419012647899,低估价值,价值线内/历史低位,60.6,低估价值,,,11.42,,,,
sz.003037,三和管桩,C30非金属矿物制品业,资源金属,PB,PB低估,8.75,75.0,66.6,31.6,64.3,50.4,60.6,48.0,54.3,"PB=1.88, 低估均值=2.36, 比值=0.80, 分位=31%",-0.0022805017103761926,0.2272089761570828,,,,,,,,1.878933,2.35901875,0.7964892182395752,0.30685920577617326,低估价值,价值线内/历史低位,60.6,低估价值,,,8.75,,,,
sh.600351,亚宝药业,C27医药制造业,医药医疗,PE,PE低估,7.14,75.0,54.2,29.9,56.2,61.5,60.5,46.1,53.3,"PE=21.06, 低估均值=22.01, 比值=0.96, 分位=28%",-0.10301507537688448,0.1244094488188976,,,,,,,,21.060944,22.0070995,0.9570068059173359,0.2837209302325581,低估价值,价值线内/历史低位,60.5,低估价值,,,7.14,,,,
sh.600618,氯碱化工,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,10.89,75.0,59.5,24.6,88.1,42.7,60.5,52.1,56.3,"PB=1.41, 低估均值=1.49, 比值=0.95, 分位=21%",0.07079646017699126,0.14631578947368418,,,,,,,,1.414049,1.49459575,0.9461080027826921,0.2146062831497348,低估价值,价值线内/历史低位,60.5,低估价值,,,10.89,,,,
sh.600339,中油工程,B11开采专业及辅助性活动,B11开采专业及辅助性活动,VALUE,基本价值线,3.6,85.0,81.7,15.0,86.8,47.7,60.4,48.5,54.5,"价值线=5.31, 现价/价值=0.68, 扣非EPS=0.06, akshare东方财富扣非净利润同比=-14.7%, 市值=200.9亿",0.055718475073313734,0.13207547169811318,200.89360122671118,5.307738823611101,0.6782549254280664,0.0599,0.0599,1.0,年报扣非EPS,,,,,低估价值,深度低估,60.4,低估价值,,,3.6,,,,
sh.600573,惠泉啤酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,12.17,83.3,83.3,27.9,49.9,26.2,60.4,38.1,49.3,"PE=41.75, 低估均值=53.78, 比值=0.78, 分位=7%",0.0024711696869850197,-0.06456571867794003,,,,,,,,41.749469,53.784110899999995,0.7762416873939624,0.07186411149825785,低估价值,价值线内/历史低位,60.4,低估价值,,,12.17,,,,
sz.002761,浙江建投,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,9.45,75.0,71.8,32.0,54.5,56.5,60.4,45.7,53.0,"PB=1.52, 低估均值=1.78, 比值=0.86, 分位=14%",-0.009433962264150941,0.03618421052631571,,,,,,,,1.523102,1.7791672857142855,0.8560757677086657,0.1448388412892697,低估价值,价值线内/历史低位,60.4,低估价值,,,9.45,,,,
sh.600681,百川能源,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,3.87,75.0,71.0,31.6,86.0,25.1,60.3,51.8,56.0,"PB=1.44, 低估均值=1.67, 比值=0.86, 分位=15%",0.05163043478260865,0.11849710982658967,,,,,,,,1.439326,1.671870375,0.8609076526043475,0.14973480212158302,低估价值,价值线内/历史低位,60.3,低估价值,,,3.87,,,,
