bucket_set,sort,ptv_min,ptv_max,ret20_min,ret20_max,ret60_min,ret60_max,vol_min,vol_max,score_min,liq_min,sample,count,train_ret_count,train_mean_return,train_median_return,train_win_rate,min_return,max_return,train_names,codes,validate_ret_count,validate_mean_return,validate_median_return,validate_win_rate,validate_names,overfit_gap,joint_score
value_pullback,value,,1.0,0.0,0.35,,,,,70.0,60.0,train,10,8,1.1391639090995642,0.2976364486543453,0.75,-0.3776825353147141,4.188522004581535,长芯博创、长川科技、新强联、成都先导、时代电气、运达股份、微导纳米、中科电气,"sz.300548,sz.300604,sz.300850,sh.688222,sh.688187,sz.300772,sh.688147,sz.300035",5,0.35600899222010796,0.4496028485346479,0.8,欧科亿、香农芯创、时代电气、华锐精密、当升科技,0.7831549168794563,0.3591760891769331
value_pullback,momentum,,1.0,0.0,0.35,,,,,70.0,60.0,train,10,8,1.1391639090995642,0.2976364486543453,0.75,-0.3776825353147141,4.188522004581535,阳光电源、成都先导、微导纳米、运达股份、中科电气、恒玄科技、新强联、时代电气,"sz.300274,sh.688222,sh.688147,sz.300772,sz.300035,sh.688608,sz.300850,sh.688187",5,0.35600899222010796,0.4496028485346479,0.8,欧科亿、华锐精密、香农芯创、当升科技、时代电气,0.7831549168794563,0.3591760891769331
all,hybrid,,1.0,0.0,0.35,,,,,70.0,60.0,train,10,8,1.1391639090995644,0.2976364486543453,0.75,-0.3776825353147141,4.188522004581535,阳光电源、恒玄科技、长芯博创、新强联、时代电气、运达股份、长川科技、微导纳米,"sz.300274,sh.688608,sz.300548,sz.300850,sh.688187,sz.300772,sz.300604,sh.688147",5,0.35600899222010796,0.4496028485346479,0.8,香农芯创、欧科亿、华锐精密、当升科技、时代电气,0.7831549168794565,0.35917608917693306
value_pullback,hybrid,,1.0,0.0,0.35,,,,,70.0,60.0,train,10,8,1.1391639090995644,0.2976364486543453,0.75,-0.3776825353147141,4.188522004581535,阳光电源、恒玄科技、长芯博创、新强联、时代电气、运达股份、长川科技、微导纳米,"sz.300274,sh.688608,sz.300548,sz.300850,sh.688187,sz.300772,sz.300604,sh.688147",5,0.35600899222010796,0.4496028485346479,0.8,香农芯创、欧科亿、华锐精密、当升科技、时代电气,0.7831549168794565,0.35917608917693306
all,momentum,,,0.0,0.35,0.0,0.8,,,,60.0,train,20,17,0.1504454905161899,0.0472696673168642,0.5882352941176471,-0.3563814849380875,0.9118628978410864,同飞股份、冰川网络、阳光电源、成都先导、微导纳米、运达股份、中科电气、扬杰科技,"sz.300990,sz.300533,sz.300274,sh.688222,sh.688147,sz.300772,sz.300035,sz.300373",20,0.30991114671729036,0.2590715822556581,0.8,欧陆通、芯碁微装、广钢气体、新锐股份、商络电子、华丰科技、中富电路、德科立,0.0,0.35915077642426047
all,momentum,,,,,,,0.8,,70.0,,train,20,18,0.5967872264703513,0.10525909433743835,0.5555555555555556,-0.3563814849380875,5.046035995587445,仕佳光子、捷佳伟创、胜宏科技、仕佳光子、同飞股份、冰川网络、万辰集团、阳光电源,"sh.688313,sz.300724,sz.300476,sh.688313,sz.300990,sz.300533,sz.300972,sz.300274",20,0.3864265783950158,0.22522634419753323,0.85,中船特气、华特气体、莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材,0.2103606480753355,0.35884621098250985
all,momentum,,,,,,,0.8,,,60.0,train,20,18,0.6047930836095722,0.10525909433743835,0.5555555555555556,-0.3563814849380875,5.046035995587445,仕佳光子、捷佳伟创、胜宏科技、仕佳光子、同飞股份、冰川网络、万辰集团、阳光电源,"sh.688313,sz.300724,sz.300476,sh.688313,sz.300990,sz.300533,sz.300972,sz.300274",20,0.3864265783950158,0.22522634419753323,0.85,中船特气、华特气体、莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材,0.21836650521455636,0.3576453324116267
all,momentum,,,-0.2,0.2,0.2,1.5,,,70.0,,train,12,11,0.453556268596668,0.2307336015602865,0.6363636363636364,-0.3933674226045848,3.402231391399943,胜宏科技、冰川网络、成都先导、新强联、南微医学、稳健医疗、锦浪科技、三生国健,"sz.300476,sz.300533,sh.688222,sz.300850,sh.688029,sz.300888,sz.300763,sh.688336",20,0.2937689069325783,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.1597873616640897,0.35635118168949087
all,value,,,-0.2,0.2,0.2,1.5,,,70.0,,train,12,11,0.4535562685966681,0.2307336015602865,0.6363636363636364,-0.3933674226045848,3.402231391399943,成都先导、新强联、胜宏科技、伊之密、锦浪科技、稳健医疗、宁德时代、南微医学,"sh.688222,sz.300850,sz.300476,sz.300415,sz.300763,sz.300888,sz.300750,sh.688029",20,0.2937689069325783,0.2970150585691812,0.7,欧科亿、华锐精密、佰维存储、新锐股份、新宙邦、聚和材料、震裕科技、伟测科技,0.1597873616640898,0.3563511816894908
all,hybrid,,,-0.2,0.2,0.2,1.5,,,70.0,,train,12,11,0.4535562685966681,0.2307336015602865,0.6363636363636364,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、南微医学、三生国健、稳健医疗,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sh.688029,sh.688336,sz.300888",20,0.2937689069325783,0.2970150585691812,0.7,佰维存储、芯碁微装、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立,0.1597873616640898,0.3563511816894908
all,value,,,,,0.2,1.5,,,,60.0,train,20,17,0.7864668128879557,0.4119371018372113,0.7647058823529411,-0.220486111111111,5.046035995587445,仕佳光子、仕佳光子、成都先导、伟测科技、捷佳伟创、运达股份、微导纳米、英科医疗,"sh.688313,sh.688313,sh.688222,sh.688372,sz.300724,sz.300772,sh.688147,sz.300677",20,0.30700173273948805,0.2480221063695952,0.8,欧科亿、香农芯创、华锐精密、佰维存储、新锐股份、新宙邦、长川科技、聚和材料,0.47946508014846767,0.3557975245398253
all,momentum,,,-0.2,0.2,,,,,,60.0,train,20,19,0.23496189014322286,0.0472696673168642,0.631578947368421,-0.3613756613756613,3.402231391399943,胜宏科技、冰川网络、成都先导、英科医疗、铁建重工、南微医学、安科生物、星源材质,"sz.300476,sz.300533,sh.688222,sz.300677,sh.688425,sh.688029,sz.300009,sz.300568",20,0.2977847380032496,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.0,0.35372676777780443
all,value,,,,,0.2,1.5,,,70.0,60.0,train,20,17,0.7614576751622081,0.3939874840417952,0.7058823529411765,-0.1820199778024418,5.046035995587445,仕佳光子、仕佳光子、成都先导、伟测科技、捷佳伟创、运达股份、微导纳米、中科电气,"sh.688313,sh.688313,sh.688222,sh.688372,sz.300724,sz.300772,sh.688147,sz.300035",20,0.30700173273948805,0.2480221063695952,0.8,欧科亿、香农芯创、华锐精密、佰维存储、新锐股份、新宙邦、长川科技、聚和材料,0.45445594242272,0.3509740995881986
right_momentum,hybrid,,,,,0.2,1.5,,,,,train,14,12,0.30577251703048847,0.01772295000282391,0.5,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.35048042083214065
right_momentum,hybrid,,,,,0.2,1.5,,,70.0,,train,14,12,0.30577251703048847,0.01772295000282391,0.5,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.35048042083214065
right_momentum,hybrid,,,,,0.2,1.5,0.8,,,,train,14,12,0.30577251703048847,0.01772295000282391,0.5,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.35048042083214065
right_momentum,hybrid,,,,,0.2,1.5,0.8,,70.0,,train,14,12,0.30577251703048847,0.01772295000282391,0.5,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.35048042083214065
all,momentum,,,-0.2,0.2,,,,,,,train,20,20,0.26236115402663346,0.045164158083079456,0.6,-0.4109851606618088,3.402231391399943,胜宏科技、冰川网络、成都先导、英科医疗、新强联、铁建重工、南微医学、金博股份,"sz.300476,sz.300533,sh.688222,sz.300677,sz.300850,sh.688425,sh.688029,sh.688598",20,0.2977847380032496,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.0,0.3502530466558946
all,momentum,,,-0.2,0.2,0.2,1.5,,,,,train,20,20,0.26236115402663346,0.045164158083079456,0.6,-0.4109851606618088,3.402231391399943,胜宏科技、冰川网络、成都先导、英科医疗、新强联、铁建重工、南微医学、金博股份,"sz.300476,sz.300533,sh.688222,sz.300677,sz.300850,sh.688425,sh.688029,sh.688598",20,0.2977847380032496,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.0,0.3502530466558946
all,hybrid,,,-0.2,0.2,0.0,0.8,0.8,,,60.0,train,20,18,0.19588835161889573,-0.0882095798579445,0.4444444444444444,-0.3776825353147141,3.402231391399943,锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、冰川网络、佐力药业,"sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300533,sz.300181",13,0.3680113675995071,0.2968943775617403,0.7692307692307693,芯碁微装、华丰科技、光库科技、欧陆通、德科立、龙磁科技、聚飞光电、铂科新材,0.0,0.34962519590063074
all,momentum,,,-0.2,0.2,0.2,1.5,,,,60.0,train,14,13,0.3189618832501806,0.0472696673168642,0.6153846153846154,-0.3563814849380875,3.402231391399943,胜宏科技、冰川网络、成都先导、英科医疗、铁建重工、南微医学、安科生物、星源材质,"sz.300476,sz.300533,sh.688222,sz.300677,sh.688425,sh.688029,sz.300009,sz.300568",20,0.2977847380032496,0.2970150585691812,0.7,欧科亿、佰维存储、欧陆通、芯碁微装、新锐股份、商络电子、华丰科技、德科立,0.021177145246930984,0.34893076279238416
all,value,,,-0.2,0.2,0.0,0.8,0.8,,70.0,,train,20,18,0.2731748837929627,0.0867692441609949,0.6666666666666666,-0.3933674226045848,3.402231391399943,锦浪科技、新强联、中科电气、成都先导、时代电气、时代电气、天能股份、新强联,"sz.300763,sz.300850,sz.300035,sh.688222,sh.688187,sh.688187,sh.688819,sz.300850",12,0.29175197432851435,0.2121095466071603,0.75,宇瞳光学、明阳电路、聚飞光电、华虹公司、铂科新材、华丰科技、芯碁微装、光库科技,0.0,0.347322630957586
all,hybrid,,,-0.2,0.2,0.2,1.5,,,,60.0,train,14,13,0.3189618832501805,0.0472696673168642,0.6153846153846154,-0.3563814849380875,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、南微医学、伊之密、成都先导,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sh.688029,sz.300415,sh.688222",20,0.2937689069325783,0.2970150585691812,0.7,佰维存储、芯碁微装、华丰科技、光库科技、欧陆通、震裕科技、伟测科技、德科立,0.0251929763176022,0.34692284725704853
all,hybrid,,,-0.2,0.2,0.0,0.8,0.8,,,,train,20,17,0.2701378371298436,-0.1320136398199342,0.47058823529411764,-0.3933674226045848,3.402231391399943,锦浪科技、艾力斯、宁德时代、恒玄科技、胜宏科技、锦浪科技、博俊科技、冰川网络,"sz.300763,sh.688578,sz.300750,sh.688608,sz.300476,sz.300763,sz.300926,sz.300533",13,0.3680113675995071,0.2968943775617403,0.7692307692307693,芯碁微装、华丰科技、光库科技、欧陆通、德科立、龙磁科技、聚飞光电、铂科新材,0.0,0.3456689659912996
right_momentum,hybrid,,,,,,,,,,,train,20,18,0.2426354461241177,-0.017177386180418495,0.5,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.3452453704046543
right_momentum,hybrid,,,,,,,0.8,,,,train,20,18,0.2426354461241177,-0.017177386180418495,0.5,-0.3933674226045848,3.402231391399943,艾力斯、宁德时代、胜宏科技、锦浪科技、冰川网络、扬杰科技、蓝思科技、世华科技,"sh.688578,sz.300750,sz.300476,sz.300763,sz.300533,sz.300373,sz.300433,sh.688093",20,0.32117942113458986,0.2016367237384425,0.9,莱特光电、联瑞新材、佰维存储、南亚新材、杰普特、鼎通科技、瑞可达、芯碁微装,0.0,0.3452453704046543
right_momentum,momentum,,,,,0.0,0.8,,,70.0,60.0,train,14,12,0.3095992642742554,0.01772295000282391,0.5,-0.3563814849380875,3.402231391399943,胜宏科技、同飞股份、冰川网络、万辰集团、蓝思科技、乐鑫科技、扬杰科技、南微医学,"sz.300476,sz.300990,sz.300533,sz.300972,sz.300433,sh.688018,sz.300373,sh.688029",20,0.30423203616013955,0.2069586770786199,0.9,鼎通科技、胜蓝股份、菲沃泰、长川科技、鼎龙股份、欧陆通、瑞可达、三环集团,0.0053672281141158296,0.34507424020901
right_momentum,momentum,,,,,0.2,1.5,0.8,,,60.0,train,12,10,0.4246025666310609,0.18406934766691815,0.6,-0.3563814849380875,3.402231391399943,胜宏科技、同飞股份、冰川网络、万辰集团、蓝思科技、乐鑫科技、扬杰科技、南微医学,"sz.300476,sz.300990,sz.300533,sz.300972,sz.300433,sh.688018,sz.300373,sh.688029",20,0.301620347336475,0.19858102598772182,0.8,莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储、南亚新材,0.12298221929458586,0.34437544732054653
right_momentum,momentum,,,,,0.2,1.5,0.8,,70.0,60.0,train,12,10,0.4246025666310609,0.18406934766691815,0.6,-0.3563814849380875,3.402231391399943,胜宏科技、同飞股份、冰川网络、万辰集团、蓝思科技、乐鑫科技、扬杰科技、南微医学,"sz.300476,sz.300990,sz.300533,sz.300972,sz.300433,sh.688018,sz.300373,sh.688029",20,0.301620347336475,0.19858102598772182,0.8,莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储、南亚新材,0.12298221929458586,0.34437544732054653
all,value,,,,,0.2,1.5,,,,,train,20,18,0.6873254140875678,0.31236054280104086,0.6666666666666666,-0.3933674226045848,5.046035995587445,仕佳光子、仕佳光子、成都先导、伟测科技、捷佳伟创、运达股份、微导纳米、新强联,"sh.688313,sh.688313,sh.688222,sh.688372,sz.300724,sz.300772,sh.688147,sz.300850",20,0.3011752543445554,0.2480221063695952,0.8,欧科亿、香农芯创、华锐精密、佰维存储、新锐股份、新宙邦、长川科技、达瑞电子,0.38615015974301237,0.3430150897383641
right_momentum,momentum,,,,,,,,,,,train,20,18,0.18071686587415112,-0.14481789333557893,0.4444444444444444,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、冰川网络、万辰集团、世华科技、蓝思科技、乐鑫科技、扬杰科技,"sz.300476,sz.300990,sz.300533,sz.300972,sh.688093,sz.300433,sh.688018,sz.300373",20,0.3883396921649461,0.22522634419753323,0.85,中船特气、华特气体、莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材,0.0,0.34244723875122207
all,value,,,-0.2,0.2,0.2,1.5,0.8,,,,train,20,19,0.2861205957102035,0.2307336015602865,0.631578947368421,-0.3933674226045848,3.402231391399943,成都先导、新强联、英科医疗、铁建重工、胜宏科技、伊之密、锦浪科技、稳健医疗,"sh.688222,sz.300850,sz.300677,sh.688425,sz.300476,sz.300415,sz.300763,sz.300888",12,0.24402096593852915,0.2121095466071603,0.75,佰维存储、宇瞳光学、明阳电路、聚飞光电、铂科新材、华丰科技、芯碁微装、光库科技,0.042099629771674335,0.3423877152354092
right_momentum,momentum,,,,,0.2,1.5,,,,,train,14,12,0.3057725170304885,0.01772295000282391,0.5,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、冰川网络、万辰集团、世华科技、蓝思科技、乐鑫科技、扬杰科技,"sz.300476,sz.300990,sz.300533,sz.300972,sh.688093,sz.300433,sh.688018,sz.300373",20,0.31696131630950364,0.2039029793278992,0.85,莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储、南亚新材,0.0,0.3420706480407246
right_momentum,momentum,,,,,0.2,1.5,,,70.0,,train,14,12,0.3057725170304885,0.01772295000282391,0.5,-0.3933674226045848,3.402231391399943,胜宏科技、同飞股份、冰川网络、万辰集团、世华科技、蓝思科技、乐鑫科技、扬杰科技,"sz.300476,sz.300990,sz.300533,sz.300972,sh.688093,sz.300433,sh.688018,sz.300373",20,0.31696131630950364,0.2039029793278992,0.85,莱特光电、朗科科技、天承科技、长盈通、仕佳光子、联瑞新材、佰维存储、南亚新材,0.0,0.3420706480407246
