date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,grid_slot,value_line,account_mode,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,signal_type,entry_evidence_score,entry_evidence,industry_tags,structure_ratio,anchor_low,anchor_high,anchor_low_date,anchor_high_date,gap_up,anchor_pullback_low,anchor_pullback_low_date
2025-11-12,sz.002028,思源电气,统一分仓收盘止盈1份,143.3,143.3,-6.12,止盈条件=volume_node_break:2025-11-06; 14:55/close proxy,active,1.0407,-500.0,122.33,卖出,500.0,71650.0,6.09,35.83,35.83,77.74,35.78,61165.0,10485.0,10371.48,16.9466,71572.26,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-14,sh.688408,中信博,左侧网格卖出,54.444,54.44369537206992,-1.97,L10; 上一格卖出; intraday_cross,active,0.2051,-400.0,49.25,卖出,400.0,21777.48,5.0,10.89,10.89,26.78,14.85,19700.0,2077.48,2035.85,10.3265,21750.7,,,,,9.0,66.84257532961831,left,,,,,,,,,,,,,,,,,
2025-11-20,sz.002028,思源电气,收盘条件退出,140.9,140.9,-8.54,R33; entry time condition; 14:55/close proxy,active,-0.0926,-600.0,142.29,卖出,600.0,84540.0,7.19,42.27,42.27,91.73,49.94,85374.0,-834.0,-975.67,-1.1422,84448.27,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20,sz.002028,思源电气,统一分仓收盘止盈1份,140.9,140.9,-6.12,止盈条件=volume_node_break:2025-11-13; 14:55/close proxy,active,0.9209,-500.0,122.33,卖出,500.0,70450.0,5.99,35.23,35.23,76.44,35.78,61165.0,9285.0,9172.78,14.988,70373.56,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21,sz.002028,思源电气,统一分仓收盘止盈1份,135.21,135.21,-6.12,止盈条件=trailing_10; 14:55/close proxy,active,0.6367,-500.0,122.33,卖出,500.0,67605.0,5.75,33.8,33.8,73.35,35.78,61165.0,6440.0,6330.87,10.3444,67531.65,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24,sz.002028,思源电气,统一尾仓收盘退出,135.92,135.92,-6.12,止盈条件=maximum_profit_half; 14:55/close proxy,active,0.6721,-500.0,122.33,卖出,500.0,67960.0,5.78,33.98,33.98,73.74,35.78,61165.0,6795.0,6685.48,10.9239,67886.26,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24,sz.300502,新易盛,统一分仓收盘止盈1份,209.01,209.01,-7.91,止盈条件=volume_node_break:2025-09-05; 14:55/close proxy,active,10.8822,-900.0,87.87,卖出,900.0,188109.0,15.99,94.05,94.05,204.1,46.26,79083.0,109026.0,108775.64,137.4658,187904.9,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-01,sz.000893,亚钾国际,右侧买入,44.85,44.85,19.73,R34; 33三日下行试错首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0115,4400.0,44.85,买入,4400.0,197340.0,16.77,0.0,98.67,115.44,0.0,,,-115.44,-0.0585,-197455.44,20.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+5.7%；60日强度+34.7%；120日强度+46.1%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-12-02,sz.000893,亚钾国际,突破次日确认持有,45.0,45.0,0.0,R34; 开盘仍在44.050上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-10,sz.000893,亚钾国际,收盘条件退出,46.83,46.83,-19.73,R34; entry time condition; 14:55/close proxy,exited,0.8488,-4400.0,44.85,卖出,4400.0,206052.0,17.51,103.03,103.03,223.57,115.44,197340.0,8712.0,8372.99,4.2404,205828.43,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-11,sz.000408,藏格矿业,右侧买入,70.77,70.77,19.82,R35; 33三日下行试错首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0116,2800.0,70.77,买入,2800.0,198156.0,16.84,0.0,99.08,115.92,0.0,,,-115.92,-0.0585,-198271.92,20.0,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+23.8%；60日强度+25.4%；120日强度+75.0%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-12-12,sz.000408,藏格矿业,突破次日确认持有,71.56,71.56,0.0,R35; 开盘仍在68.820上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22,sz.000408,藏格矿业,右侧买入,78.53,78.53,6.28,R36; 浮盈加仓33%; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0037,800.0,78.53,买入,800.0,62824.0,5.34,0.0,31.41,36.75,0.0,,,-36.75,-0.0585,-62860.75,6.6052,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+35.7%；60日强度+48.4%；120日强度+93.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.24倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.24倍；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,7.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed']",,,,,,,,,
2025-12-23,sz.000408,藏格矿业,突破次日确认持有,78.57,78.57,0.0,R36; 开盘仍在78.440上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-23,sz.000408,藏格矿业,收盘条件退出,78.41,78.41,-6.28,R36; condition stop; 14:55/close proxy,exited,-0.0164,-800.0,78.53,卖出,800.0,62728.0,5.33,31.36,31.36,68.06,36.75,62824.0,-96.0,-200.81,-0.3195,62659.94,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26,sz.000408,藏格矿业,右侧买入,83.88,83.88,5.87,R37; 浮盈加仓33%; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,watch,-0.0034,700.0,83.88,买入,700.0,58716.0,5.0,0.0,29.36,34.36,0.0,,,-34.36,-0.0585,-58750.36,6.6052,False,True,100.0,,,,基本面硬条件通过且多周期强度居前；20日强度+32.2%；60日强度+47.2%；120日强度+85.2%；距120日高点-0.3%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",,,,,,,,,
2025-12-29,sz.000408,藏格矿业,突破次日确认持有,86.01,86.01,0.0,R37; 开盘仍在78.530上方,watch,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,sh.603993,洛阳钼业,右侧买入,21.38,21.38,29.93,R38; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,active,-0.0175,14000.0,21.38,买入,14000.0,299320.0,25.44,0.0,149.66,175.1,0.0,,,-175.1,-0.0585,-299495.1,30.0,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+14.2%；60日强度+18.3%；120日强度+153.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,10.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",工业金属,,,,,,,,
2026-01-07,sh.603993,洛阳钼业,突破次日确认持有,21.59,21.59,0.0,R38; 开盘仍在20.150上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-15,sz.000408,藏格矿业,收盘条件退出,89.06,89.06,-5.87,R37; entry time condition; 14:55/close proxy,active,0.3558,-700.0,83.88,卖出,700.0,62342.0,5.3,31.17,31.17,67.64,34.36,58716.0,3626.0,3524.0,5.9983,62274.36,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-22,sh.603993,洛阳钼业,统一分仓收盘止盈1份,22.38,22.38,-5.99,止盈条件=profit_floor; 14:55/close proxy,active,0.2732,-2800.0,21.38,卖出,2800.0,62664.0,5.33,31.33,31.33,67.99,35.02,59864.0,2800.0,2696.99,4.5026,62596.01,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30,sh.603993,洛阳钼业,统一分仓收盘止盈2份,23.99,23.99,-11.97,"止盈条件=trailing_10,volume_node_break:2026-01-28; 14:55/close proxy",active,1.447,-5600.0,21.38,卖出,5600.0,134344.0,11.42,67.17,67.17,145.76,70.04,119728.0,14616.0,14400.2,12.0204,134198.24,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30,sz.000408,藏格矿业,统一分仓收盘止盈2份,84.83,84.83,-7.78,"止盈条件=rising_ma20_break_3pct,trailing_10; 14:55/close proxy",active,1.5365,-1100.0,70.77,卖出,1100.0,93313.0,7.93,46.66,46.66,101.24,45.54,77847.0,15466.0,15319.21,19.6671,93211.76,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-02,sh.603993,洛阳钼业,统一分仓收盘止盈1份,21.78,21.78,-5.99,止盈条件=rising_ma20_break_3pct; 14:55/close proxy,active,0.1054,-2800.0,21.38,卖出,2800.0,60984.0,5.18,30.49,30.49,66.17,35.02,59864.0,1120.0,1018.81,1.7009,60917.83,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-02,sz.000408,藏格矿业,统一分仓收盘止盈1份,80.38,80.38,-3.54,止盈条件=volume_node_break:2026-01-29; 14:55/close proxy,active,0.476,-500.0,70.77,卖出,500.0,40190.0,5.0,20.09,20.09,45.19,20.7,35385.0,4805.0,4739.11,13.3852,40144.81,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-03,sh.603993,洛阳钼业,统一尾仓收盘退出,22.81,22.81,-5.99,止盈条件=maximum_profit_half; 14:55/close proxy,active,0.3935,-2800.0,21.38,卖出,2800.0,63868.0,5.43,31.93,31.93,69.3,35.02,59864.0,4004.0,3899.68,6.5104,63798.7,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-04,sz.000719,中原传媒,右侧买入,13.44,13.44,29.97,R39; 33未三日下行首仓; 整理平台收盘放量突破; 平台上沿止损; close_confirmed,active,-0.0175,22300.0,13.44,买入,22300.0,299712.0,25.48,0.0,149.86,175.33,0.0,,,-175.33,-0.0585,-299887.33,30.0,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,consolidation_breakout,6.0,"['primary:consolidation_breakout', 'volume_confirmed', 'gap_up']",文化传媒,,,,,,,,
2026-02-05,sz.000719,中原传媒,突破次日确认持有,13.22,13.22,0.0,R39; 开盘仍在13.160上方,active,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06,sz.000719,中原传媒,收盘条件退出,13.1,13.1,-29.97,R39; condition stop; 14:55/close proxy,active,-0.7899,-22300.0,13.44,卖出,22300.0,292130.0,24.83,146.06,146.06,316.96,175.33,299712.0,-7582.0,-8074.29,-2.6924,291813.04,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,sz.001389,广合科技,右侧买入,119.09,119.09,29.77,R40; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,exited,-0.0174,2500.0,119.09,买入,2500.0,297725.0,25.31,0.0,148.86,174.17,0.0,,,-174.17,-0.0585,-297899.17,30.0,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；基本面硬条件通过且多周期强度居前；20日强度+23.4%；60日强度+80.6%；120日强度+70.2%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",元件,,,,,,,,
2026-03-02,sz.001389,广合科技,突破次日未确认退出,116.35,116.35,-29.77,R40; 开盘未站上117.020; gap_stop,exited,-0.7166,-2500.0,119.09,卖出,2500.0,290875.0,24.72,145.44,145.44,315.6,174.17,297725.0,-6850.0,-7339.77,-2.4638,290559.4,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-19,sz.000408,藏格矿业,统一分仓收盘止盈1份,71.21,71.21,-4.25,止盈条件=profit_floor; 14:55/close proxy,watch,0.0216,-600.0,70.77,卖出,600.0,42726.0,5.0,21.36,21.36,47.73,24.84,42462.0,264.0,191.43,0.4506,42678.27,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-20,sz.000408,藏格矿业,统一尾仓收盘退出,71.64,71.64,-4.25,止盈条件=maximum_profit_half; 14:55/close proxy,watch,0.0474,-600.0,70.77,卖出,600.0,42984.0,5.0,21.49,21.49,47.98,24.84,42462.0,522.0,449.18,1.0572,42936.02,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-25,sz.000791,甘肃能源,右侧买入,9.01,9.01,29.91,R41; 33未三日下行首仓; 强趋势收盘放量突破21日收盘高点; 突破位止损; close_confirmed,watch,-0.0175,33200.0,9.01,买入,33200.0,299132.0,25.43,0.0,149.57,174.99,0.0,,,-174.99,-0.0585,-299306.99,30.0,False,True,100.0,,,,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+23.5%；60日强度+28.2%；120日强度+27.6%；距120日高点-5.4%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,strong_trend_breakout,8.0,"['primary:strong_trend_breakout', 'ma20_ma60_strong_trend', 'durable_price_leadership', 'volume_confirmed', 'gap_up']",电力,,,,,,,,
2026-03-26,sz.000791,甘肃能源,突破次日确认持有,9.01,9.01,0.0,R41; 开盘仍在8.660上方,watch,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-27,sz.000791,甘肃能源,收盘条件退出,8.39,8.39,-29.91,R41; condition stop; 14:55/close proxy,watch,-2.0886,-33200.0,9.01,卖出,33200.0,278548.0,23.68,139.27,139.27,302.22,174.99,299132.0,-20584.0,-21061.22,-7.0367,278245.78,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,sz.001337,四川黄金,右侧买入,49.74,49.74,19.9,R42; 33三日下行试错首仓; 上涨波段50%有效跌破后收盘放量收复; 跳空向上加分; close_confirmed,watch,-0.0116,4000.0,49.74,买入,4000.0,198960.0,16.91,0.0,99.48,116.39,0.0,,,-116.39,-0.0585,-199076.39,20.0,False,True,100.0,,,,主流标准基本面模型入选；基本面入选，等待价格/量能买点,0.0,基本面入选，等待价格/量能买点,fundamental_only,needs_price_confirmation,uptrend_50_reclaim,9.0,"['primary:uptrend_50_reclaim', 'volume_confirmed', 'large_wave_structure', 'gap_up']",贵金属,0.5,26.14,72.94,2025-11-18,2026-01-29,True,,
2026-04-01,sz.001337,四川黄金,突破次日确认持有,51.04,51.04,0.0,R42; 开盘仍在49.540上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01,sz.001337,四川黄金,收盘条件退出,49.51,49.51,-19.9,R42; condition stop; 14:55/close proxy,exited,-0.1135,-4000.0,49.74,卖出,4000.0,198040.0,16.83,99.02,99.02,214.87,116.39,198960.0,-920.0,-1251.26,-0.6285,197825.13,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01,sh.688578,艾力斯,右侧买入,98.31,98.31,19.66,R43; 33三日下行试错首仓; W底收盘放量突破颈线; close_confirmed,exited,-0.0115,2000.0,98.31,买入,2000.0,196620.0,16.71,0.0,98.31,115.02,0.0,,,-115.02,-0.0585,-196735.02,20.0,False,True,200.0,,,,主流标准基本面模型入选；MA20上扬；收盘站上MA20；量能高于5/10日基准1.42倍；多周期均量扣低走高,7.0,MA20上扬；收盘站上MA20；量能高于5/10日基准1.42倍；多周期均量扣低走高,trade_ready,aligned,w_bottom_neckline,7.0,"['primary:w_bottom_neckline', 'volume_confirmed']",化学制药,,,,,,,,
2026-04-02,sh.688578,艾力斯,突破次日确认持有,99.03,99.03,0.0,R43; 开盘仍在97.840上方,exited,0.0,0.0,,状态,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
