date,equity,cash,cash_pct,gross_exposure_pct,candidate_count
2026-05-13,3.1313155415037497,420397.5415037501,13.4256,65.13,10
2026-05-14,3.1390765415037496,420397.5415037501,13.3924,65.13,10
2026-05-15,3.0695581065037496,375500.1065037501,12.233,69.61,10
2026-05-18,3.0488983765037503,418182.3765037501,13.7159,65.13,10
2026-05-19,2.98585437650375,418182.3765037501,14.0055,65.13,10
2026-05-20,3.0382453765037503,418182.3765037501,13.7639,65.13,10
2026-05-21,2.93635837650375,418182.3765037501,14.2415,65.13,10
2026-05-22,3.05997937650375,418182.3765037501,13.6662,65.13,10
2026-05-25,3.22905737650375,418182.3765037501,12.9506,65.13,10
2026-05-26,3.29940537650375,418182.3765037501,12.6745,65.13,10
