date,code,name,action,price,execution_price,position_change_pct,reason,phase,realized_account_pct,execution_quantity,cost_basis,trade_side,quantity,trade_amount,commission_amount,stamp_duty_amount,slippage_amount,transaction_cost_amount,allocated_entry_fee_amount,cost_amount,gross_pnl_amount,profit_loss_amount,profit_loss_pct,cash_change_amount,requested_position_pct,cash_limited,lot_rounded,board_lot_size,selection_reason,trade_basis_score,trade_basis_reason,technical_alignment,ima_web_validation,structure_ratio,anchor_low,anchor_high,anchor_low_date,anchor_high_date
2024-10-11,sh.601628,中国人寿,统一分仓收盘止盈1份,41.11,41.11,-3.98,14:55/close proxy,active,0.5384,-1100.0,36.17,卖出,1100.0,45221.0,5.0,22.61,22.61,50.22,23.28,39787.0,5434.0,5360.5,13.4651,45170.78,,,,,,,,,,,,,,
2024-10-11,sz.300394,天孚通信,右侧买入,52.36,52.36,29.85,R6; 33上行首仓; 上涨波段75.0%拉回支撑; 共振=MA5; gap_or_open_fill,active,-0.0175,5700.0,52.36,买入,5700.0,298452.0,25.37,0.0,149.23,174.59,0.0,,,-174.59,-0.0585,-298626.59,30.0,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,0.75,28.33,60.82,2024-01-29,2024-10-09
2024-10-14,sz.300394,天孚通信,收盘条件退出,51.42,51.42,-29.85,R6; condition stop; 14:55/close proxy,active,-0.5676,-5700.0,52.36,卖出,5700.0,293094.0,24.91,146.55,146.55,318.01,174.59,298452.0,-5358.0,-5850.6,-1.9592,292775.99,,,,,,,,,,,,,,
2024-10-14,sh.688692,达梦数据,右侧买入,202.425,202.425,16.19,R7; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0095,800.0,202.425,买入,800.0,161940.0,13.76,0.0,80.97,94.73,0.0,,,-94.73,-0.0585,-162034.73,20.0,False,True,200.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,0.5,155.04,249.81,2024-09-24,2024-10-08
2024-10-15,sh.601628,中国人寿,右侧买入,41.64,41.64,5.83,R8; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5; gap_or_open_fill,active,-0.0034,1400.0,41.64,买入,1400.0,58296.0,5.0,0.0,29.15,34.15,0.0,,,-34.15,-0.0586,-58330.15,5.968050000000001,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,0.75,29.67,46.6,2023-07-21,2024-10-08
2024-10-16,sh.601628,中国人寿,收盘条件退出,41.34,41.34,-5.83,R8; condition stop; 14:55/close proxy,active,-0.0483,-1400.0,41.64,卖出,1400.0,57876.0,5.0,28.94,28.94,62.88,34.15,58296.0,-420.0,-517.02,-0.8864,57813.12,,,,,,,,,,,,,,
2024-10-17,sh.601628,中国人寿,右侧买入,41.24,41.24,5.77,"R9; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5,MA10; intraday_cross",active,-0.0034,1400.0,41.24,买入,1400.0,57736.0,5.0,0.0,28.87,33.87,0.0,,,-33.87,-0.0587,-57769.87,5.968050000000001,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,0.75,25.16,46.6,2024-04-12,2024-10-08
2024-10-21,sz.300394,天孚通信,右侧买入,52.697,52.6975,29.51,R10; 33上行首仓; 上涨波段75.0%拉回支撑; 共振=MA10; intraday_cross,active,-0.0173,5600.0,52.6975,买入,5600.0,295106.0,25.08,0.0,147.55,172.64,0.0,,,-172.64,-0.0585,-295278.64,30.0,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.28倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.28倍；多周期均量扣低走高,trade_ready,aligned,0.75,28.33,60.82,2024-01-29,2024-10-09
2024-10-22,sh.688692,达梦数据,右侧买入,214.271,214.27125,4.29,"R11; 浮盈加仓50%; 上涨波段62.5%拉回支撑; 共振=MA5,MA10; intraday_cross",active,-0.0026,200.0,214.27125,买入,200.0,42854.25,5.0,0.0,21.43,26.43,0.0,,,-26.43,-0.0617,-42880.68,8.097,False,True,200.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,0.625,155.04,249.81,2024-09-24,2024-10-08
2024-10-23,sh.688692,达梦数据,收盘条件退出,208.75,208.75,-4.29,R11; condition stop; 14:55/close proxy,active,-0.1151,-200.0,214.27125,卖出,200.0,41750.0,5.0,20.88,20.88,46.75,26.43,42854.25,-1104.25,-1177.43,-2.7458,41703.25,,,,,,,,,,,,,,
2024-10-23,sz.300394,天孚通信,右侧买入,62.28,62.28,9.34,R12; 浮盈加仓33%; 价格突破21日收盘高点; intraday_breakout,active,-0.0055,1500.0,62.28,买入,1500.0,93420.0,7.94,0.0,46.71,54.65,0.0,,,-54.65,-0.0585,-93474.65,9.836866666666666,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.54倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.54倍；多周期均量扣低走高,trade_ready,aligned,,,,,
2024-10-24,sz.300394,天孚通信,突破次日未确认退出,59.4,59.4,-9.34,R12; 开盘未站上62.280; gap_stop,active,-0.4417,-1500.0,62.28,卖出,1500.0,89100.0,7.57,44.55,44.55,96.67,54.65,93420.0,-4320.0,-4471.32,-4.7835,89003.33,,,,,,,,,,,,,,
2024-10-24,sz.300394,天孚通信,右侧买入,62.28,62.28,9.34,R13; 浮盈加仓33%; 价格突破21日收盘高点; intraday_breakout,active,-0.0055,1500.0,62.28,买入,1500.0,93420.0,7.94,0.0,46.71,54.65,0.0,,,-54.65,-0.0585,-93474.65,9.836866666666666,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.38倍；多周期均量扣低走高,trade_ready,aligned,,,,,
2024-10-25,sh.688692,达梦数据,右侧买入,209.61,209.61,4.19,R14; 浮盈加仓50%; 上涨波段62.5%拉回支撑; 共振=MA10; gap_or_open_fill,active,-0.0026,200.0,209.61,买入,200.0,41922.0,5.0,0.0,20.96,25.96,0.0,,,-25.96,-0.0619,-41947.96,8.097,False,True,200.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,7.0,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,trade_ready,aligned,0.625,144.43,249.81,2024-08-26,2024-10-08
2024-10-28,sh.688692,达梦数据,收盘条件退出,204.79,204.79,-4.19,R14; condition stop; 14:55/close proxy,active,-0.101,-200.0,209.61,卖出,200.0,40958.0,5.0,20.48,20.48,45.96,25.96,41922.0,-964.0,-1035.92,-2.4695,40912.04,,,,,,,,,,,,,,
2024-10-29,sh.688692,达梦数据,收盘条件退出,195.38,195.38,-16.19,R7; condition stop; 14:55/close proxy,active,-0.5806,-800.0,202.425,卖出,800.0,156304.0,13.29,78.15,78.15,169.59,94.73,161940.0,-5636.0,-5900.32,-3.6414,156134.41,,,,,,,,,,,,,,
2024-10-29,sh.688578,艾力斯,右侧买入,53.89,53.89,29.1,R15; 33上行首仓; 上涨波段50.0%拉回支撑; 共振=MA10; intraday_cross,active,-0.017,5400.0,53.89,买入,5400.0,291006.0,24.74,0.0,145.5,170.24,0.0,,,-170.24,-0.0585,-291176.24,30.0,False,True,200.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20,6.0,MA20/MA60同步上扬；收盘站上MA20,watch,aligned,0.5,42.81,64.97,2024-09-10,2024-10-08
2024-10-30,sh.601628,中国人寿,收盘条件退出,40.81,40.81,-5.77,R9; condition stop; 14:55/close proxy,active,-0.0664,-1400.0,41.24,卖出,1400.0,57134.0,5.0,28.57,28.57,62.13,33.87,57736.0,-602.0,-698.0,-1.2082,57071.87,,,,,,,,,,,,,,
2024-10-30,sh.688578,艾力斯,收盘条件退出,51.53,51.53,-29.1,R15; condition stop; 14:55/close proxy,active,-1.3046,-5400.0,53.89,卖出,5400.0,278262.0,23.65,139.13,139.13,301.91,170.24,291006.0,-12744.0,-13216.15,-4.5389,277960.09,,,,,,,,,,,,,,
2024-10-30,sh.688692,达梦数据,右侧买入,202.425,202.425,16.19,R16; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0095,800.0,202.425,买入,800.0,161940.0,13.76,0.0,80.97,94.73,0.0,,,-94.73,-0.0585,-162034.73,20.0,False,True,200.0,主流标准基本面模型入选；MA20/MA60同步上扬；量能高于5/10日基准1.37倍；多周期均量扣低走高,7.0,MA20/MA60同步上扬；量能高于5/10日基准1.37倍；多周期均量扣低走高,trade_ready,aligned,0.5,155.04,249.81,2024-09-24,2024-10-08
2024-11-01,sz.300394,天孚通信,统一分仓收盘止盈1份,62.99,62.99,-5.8,14:55/close proxy,active,1.1247,-1100.0,52.6975,卖出,1100.0,69289.0,5.89,34.64,34.64,75.18,33.91,57967.25,11321.75,11212.66,19.3318,69213.82,,,,,,,,,,,,,,
2024-11-01,sh.601628,中国人寿,右侧买入,40.48,40.480000000000004,3.64,R17; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; intraday_breakout,active,-0.0023,900.0,40.480000000000004,买入,900.0,36432.0,5.0,0.0,18.22,23.22,0.0,,,-23.22,-0.0637,-36455.22,3.9787000000000003,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,7.0,MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,trade_ready,aligned,0.5,34.36,46.6,2023-08-03,2024-10-08
2024-11-08,sh.601628,中国人寿,右侧买入,48.99,48.99,4.9,R18; 浮盈加仓33%; 价格突破21日收盘高点; gap_breakout,active,-0.0029,1000.0,48.99,买入,1000.0,48990.0,5.0,0.0,24.5,29.5,0.0,,,-29.5,-0.0602,-49019.5,5.1931,False,True,100.0,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.70倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.70倍；多周期均量扣低走高,trade_ready,aligned,,,,,
2024-11-11,sh.601628,中国人寿,突破次日未确认退出,46.6,46.6,-4.9,R18; 开盘未站上47.280; gap_stop,active,-0.2442,-1000.0,48.99,卖出,1000.0,46600.0,5.0,23.3,23.3,51.6,29.5,48990.0,-2390.0,-2471.09,-5.041,46548.4,,,,,,,,,,,,,,
2024-11-14,sz.300394,天孚通信,统一分仓收盘止盈1份,63.39,63.39,-5.8,14:55/close proxy,active,1.1686,-1100.0,52.6975,卖出,1100.0,69729.0,5.93,34.86,34.86,75.66,33.91,57967.25,11761.75,11652.18,20.0896,69653.34,,,,,,,,,,,,,,
2024-11-15,sh.688692,达梦数据,统一分仓收盘止盈2份,247.76,247.76,-4.05,14:55/close proxy,active,0.9012,-200.0,202.425,卖出,200.0,49552.0,5.0,24.78,24.78,54.55,23.68,40485.0,9067.0,8988.76,22.1897,49497.45,,,,,,,,,,,,,,
2024-11-15,sz.300394,天孚通信,收盘条件退出,58.37,58.37,-9.34,R13; condition stop; 14:55/close proxy,active,-0.596,-1500.0,62.28,卖出,1500.0,87555.0,7.44,43.78,43.78,95.0,54.65,93420.0,-5865.0,-6014.65,-6.4345,87460.0,,,,,,,,,,,,,,
2024-11-22,sh.601628,中国人寿,收盘条件退出,40.4,40.4,-3.64,R17; condition stop; 14:55/close proxy,active,-0.0113,-900.0,40.480000000000004,卖出,900.0,36360.0,5.0,18.18,18.18,41.36,23.22,36432.0,-72.0,-136.58,-0.3746,36318.64,,,,,,,,,,,,,,
2024-11-25,sz.300394,天孚通信,统一分仓收盘止盈1份,52.78,52.78,-5.8,14:55/close proxy,active,0.0028,-1100.0,52.6975,卖出,1100.0,58058.0,5.0,29.03,29.03,63.06,33.91,57967.25,90.75,-6.22,-0.0107,57994.94,,,,,,,,,,,,,,
2024-11-28,sz.300394,天孚通信,收盘条件退出,51.15,51.15,-12.12,R10; condition stop; 14:55/close proxy,exited,-0.3687,-2300.0,52.6975,卖出,2300.0,117645.0,10.0,58.82,58.82,127.64,70.9,121204.25,-3559.25,-3757.8,-3.0986,117517.36,,,,,,,,,,,,,,
2024-11-28,sh.603338,浙江鼎力,右侧买入,58.385,58.385000000000005,19.85,R19; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,exited,-0.0116,3400.0,58.385000000000005,买入,3400.0,198509.0,16.87,0.0,99.25,116.13,0.0,,,-116.13,-0.0585,-198625.13,20.0,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.37倍；多周期均量扣低走高,12.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.37倍；多周期均量扣低走高,trade_ready,aligned,0.5,47.01,69.76,2023-09-22,2024-05-14
2024-11-29,sh.603338,浙江鼎力,突破次日未确认退出,58.21,58.21,-19.85,R19; 开盘未站上58.385; gap_stop,exited,-0.081,-3400.0,58.385000000000005,卖出,3400.0,197914.0,16.82,98.96,98.96,214.74,116.13,198509.0,-595.0,-925.86,-0.4661,197699.26,,,,,,,,,,,,,,
2024-11-29,sh.603979,金诚信,右侧买入,38.92,38.92,19.85,R20; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,exited,-0.0116,5100.0,38.92,买入,5100.0,198492.0,16.87,0.0,99.25,116.12,0.0,,,-116.12,-0.0585,-198608.12,20.0,False,True,100.0,基本价值线模型入选；基本面入选，等待价格/量能买点,0.0,基本面入选，等待价格/量能买点,fundamental_only,needs_price_confirmation,0.5,34.78,43.06,2024-09-11,2024-11-06
2024-12-02,sh.603979,金诚信,突破次日未确认退出,38.68,38.68,-19.85,R20; 开盘未站上38.920; gap_stop,exited,-0.1438,-5100.0,38.92,卖出,5100.0,197268.0,16.77,98.63,98.63,214.04,116.12,198492.0,-1224.0,-1554.15,-0.7825,197053.96,,,,,,,,,,,,,,
2024-12-02,sh.603979,金诚信,右侧买入,38.92,38.92,19.85,R21; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,exited,-0.0116,5100.0,38.92,买入,5100.0,198492.0,16.87,0.0,99.25,116.12,0.0,,,-116.12,-0.0585,-198608.12,20.0,False,True,100.0,基本价值线模型入选；多周期均量扣低走高,1.0,多周期均量扣低走高,fundamental_only,needs_price_confirmation,0.5,34.78,43.06,2024-09-11,2024-11-06
2024-12-03,sh.603979,金诚信,突破次日未确认退出,38.71,38.71,-19.85,R21; 开盘未站上38.920; gap_stop,exited,-0.1285,-5100.0,38.92,卖出,5100.0,197421.0,16.78,98.71,98.71,214.2,116.12,198492.0,-1071.0,-1401.32,-0.7056,197206.8,,,,,,,,,,,,,,
2024-12-03,sh.603979,金诚信,右侧买入,38.34,38.34,19.94,R22; 33未上行首仓; 上涨波段50.0%拉回支撑; 共振=MA5; intraday_cross,exited,-0.0117,5200.0,38.34,买入,5200.0,199368.0,16.95,0.0,99.68,116.63,0.0,,,-116.63,-0.0585,-199484.63,20.0,False,True,100.0,基本价值线模型入选；基本面入选，等待价格/量能买点,0.0,基本面入选，等待价格/量能买点,fundamental_only,needs_price_confirmation,0.5,34.78,41.9,2024-09-11,2024-11-21
2024-12-09,sh.603979,金诚信,收盘条件退出,40.14,40.14,-19.94,R22; entry time condition; 14:55/close proxy,exited,0.9134,-5200.0,38.34,卖出,5200.0,208728.0,17.74,104.36,104.36,226.47,116.63,199368.0,9360.0,9016.9,4.5201,208501.53,,,,,,,,,,,,,,
2024-12-09,sh.601899,紫金矿业,右侧买入,15.255,15.254999999999999,19.98,R23; 直接突破首仓; 上涨波段50%有效跌破后重新突破; intraday_breakout,exited,-0.0117,13100.0,15.254999999999999,买入,13100.0,199840.5,16.99,0.0,99.92,116.91,0.0,,,-116.91,-0.0585,-199957.41,20.0,False,True,100.0,基本价值线模型入选；基本面入选，等待价格/量能买点,0.0,基本面入选，等待价格/量能买点,fundamental_only,needs_price_confirmation,0.5,13.43,17.08,2024-09-09,2024-11-05
2024-12-13,sh.601899,紫金矿业,收盘条件退出,15.01,15.01,-19.98,R23; condition stop; 14:55/close proxy,exited,-0.3423,-13100.0,15.254999999999999,卖出,13100.0,196631.0,16.71,98.32,98.32,213.34,116.91,199840.5,-3209.5,-3539.75,-1.7703,196417.66,,,,,,,,,,,,,,
2024-12-13,sh.600066,宇通客车,右侧买入,20.861,20.861250000000002,19.82,"R24; 33未上行首仓; 上涨波段62.5%拉回支撑; 共振=MA5,MA10,MA60; intraday_cross",exited,-0.0116,9500.0,20.861250000000002,买入,9500.0,198181.88,16.85,0.0,99.09,115.94,0.0,,,-115.94,-0.0585,-198297.81,20.0,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.28倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.28倍；多周期均量扣低走高,trade_ready,aligned,0.625,18.53,22.26,2024-11-27,2024-12-10
2024-12-31,sh.600066,宇通客车,右侧买入,23.46,23.46,6.57,R25; 浮盈加仓33%; 价格突破21日收盘高点; gap_breakout,watch,-0.0038,2800.0,23.46,买入,2800.0,65688.0,5.58,0.0,32.84,38.43,0.0,,,-38.43,-0.0585,-65726.43,6.606062500000001,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,,,,,
2025-01-02,sh.600066,宇通客车,收盘条件退出,23.02,23.02,-6.57,R25; condition stop; 14:55/close proxy,watch,-0.1302,-2800.0,23.46,卖出,2800.0,64456.0,5.48,32.23,32.23,69.93,38.43,65688.0,-1232.0,-1340.36,-2.0393,64386.07,,,,,,,,,,,,,,
2025-01-03,sh.600066,宇通客车,右侧买入,23.17,23.17,6.49,R26; 浮盈加仓33%; 上涨波段50%有效跌破后重新突破; gap_breakout,watch,-0.0038,2800.0,23.17,买入,2800.0,64876.0,5.51,0.0,32.44,37.95,0.0,,,-37.95,-0.0585,-64913.95,6.606062500000001,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,9.0,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,trade_ready,aligned,0.5,20.75,25.31,2024-06-12,2024-10-08
2025-01-06,sh.601628,中国人寿,统一分仓收盘止盈1份,37.89,37.89,-3.98,14:55/close proxy,watch,0.1845,-1100.0,36.17,卖出,1100.0,41679.0,5.0,20.84,20.84,46.68,23.28,39787.0,1892.0,1822.05,4.5768,41632.32,,,,,,,,,,,,,,
2025-01-06,sh.688692,达梦数据,统一分仓收盘止盈1份,212.05,212.05,-4.05,14:55/close proxy,watch,0.1878,-200.0,202.425,卖出,200.0,42410.0,5.0,21.21,21.21,47.41,23.68,40485.0,1925.0,1853.91,4.5766,42362.59,,,,,,,,,,,,,,
2025-02-07,sh.600066,宇通客车,右侧买入,24.1,24.1,13.01,R27; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA20; gap_or_open_fill,watch,-0.0076,5400.0,24.1,买入,5400.0,130140.0,11.06,0.0,65.07,76.13,0.0,,,-76.13,-0.0585,-130216.13,13.152893750000002,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.31倍；多周期均量扣低走高,9.0,MA20/MA60同步上扬；贴近上扬MA20支撑；量能高于5/10日基准1.31倍；多周期均量扣低走高,trade_ready,aligned,0.75,19.07,26.18,2024-04-25,2025-01-24
2025-02-10,sh.600066,宇通客车,收盘条件退出,24.08,24.08,-13.01,R27; condition stop; 14:55/close proxy,watch,-0.0249,-5400.0,24.1,卖出,5400.0,130032.0,11.05,65.02,65.02,141.08,76.13,130140.0,-108.0,-325.22,-0.2498,129890.92,,,,,,,,,,,,,,
2025-02-12,sh.600066,宇通客车,右侧买入,23.94,23.94,12.93,R28; 浮盈加仓50%; 上涨波段75.0%拉回支撑; 共振=MA5; gap_or_open_fill,watch,-0.0076,5400.0,23.94,买入,5400.0,129276.0,10.99,0.0,64.64,75.63,0.0,,,-75.63,-0.0585,-129351.63,13.152893750000002,False,True,100.0,基本价值线模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,7.0,MA20/MA60同步上扬；贴近上扬MA20支撑；多周期均量扣低走高,trade_ready,aligned,0.75,17.35,26.18,2024-08-08,2025-01-24
2025-02-13,sh.600066,宇通客车,收盘条件退出,23.7,23.7,-12.93,R28; condition stop; 14:55/close proxy,watch,-0.1435,-5400.0,23.94,卖出,5400.0,127980.0,10.88,63.99,63.99,138.86,75.63,129276.0,-1296.0,-1510.48,-1.1677,127841.14,,,,,,,,,,,,,,
2025-02-14,sh.600066,宇通客车,右侧买入,23.59,23.59,12.97,R29; 浮盈加仓50%; 上涨波段50.0%拉回支撑; 共振=MA5; intraday_cross,active,-0.0076,5500.0,23.59,买入,5500.0,129745.0,11.03,0.0,64.87,75.9,0.0,,,-75.9,-0.0585,-129820.9,13.152893750000002,False,True,100.0,基本价值线模型入选；基本面入选，等待价格/量能买点,0.0,基本面入选，等待价格/量能买点,fundamental_only,needs_price_confirmation,0.5,21.0,26.18,2024-10-21,2025-01-24
2025-02-17,sh.600066,宇通客车,收盘条件退出,23.44,23.44,-12.97,R29; condition stop; 14:55/close proxy,active,-0.0965,-5500.0,23.59,卖出,5500.0,128920.0,10.96,64.46,64.46,139.88,75.9,129745.0,-825.0,-1040.78,-0.8017,128780.12,,,,,,,,,,,,,,
